,en,ar
4170,"we sent messengers before you. some of them we told you about, and some we did not tell you about. no messenger can bring a miracle except by leave of god. then, when the command of god is issued, fair judgment will be passed, and there and then the seekers of vanity will lose.",وَلَقَد أَرسَلنا رُسُلًا مِن قَبلِكَ مِنهُم مَن قَصَصنا عَلَيكَ وَمِنهُم مَن لَم نَقصُص عَلَيكَ وَما كانَ لِرَسولٍ أَن يَأتِيَ بِآيَةٍ إِلّا بِإِذنِ اللَّهِ فَإِذا جاءَ أَمرُ اللَّهِ قُضِيَ بِالحَقِّ وَخَسِرَ هُنالِكَ المُبطِلونَ
4171,"god is he who created the domestic animals for you—some for you to ride, and some you eat.",اللَّهُ الَّذي جَعَلَ لَكُمُ الأَنعامَ لِتَركَبوا مِنها وَمِنها تَأكُلونَ
4172,"and in them you have other benefits as well, and through them you satisfy your needs. and on them, and on the ships, you are transported.",وَلَكُم فيها مَنافِعُ وَلِتَبلُغوا عَلَيها حاجَةً في صُدورِكُم وَعَلَيها وَعَلَى الفُلكِ تُحمَلونَ
4173,and he shows you his signs. so which of god’s signs will you deny?,وَيُريكُم آياتِهِ فَأَيَّ آياتِ اللَّهِ تُنكِرونَ
4174,"have they not journeyed through the land, and seen the outcome for those before them? they were more numerous than they, and had greater power and influence in the land. but what they had achieved availed them nothing.",أَفَلَم يَسيروا فِي الأَرضِ فَيَنظُروا كَيفَ كانَ عاقِبَةُ الَّذينَ مِن قَبلِهِم كانوا أَكثَرَ مِنهُم وَأَشَدَّ قُوَّةً وَآثارًا فِي الأَرضِ فَما أَغنىٰ عَنهُم ما كانوا يَكسِبونَ
4175,"when their messengers came to them with clear proofs, they rejoiced in the knowledge they had, and the very things they used to ridicule besieged them.",فَلَمّا جاءَتهُم رُسُلُهُم بِالبَيِّناتِ فَرِحوا بِما عِندَهُم مِنَ العِلمِ وَحاقَ بِهِم ما كانوا بِهِ يَستَهزِئونَ
4176,"then, when they witnessed our might, they said, “we believe in god alone, and we reject what we used to associate with him.”",فَلَمّا رَأَوا بَأسَنا قالوا آمَنّا بِاللَّهِ وَحدَهُ وَكَفَرنا بِما كُنّا بِهِ مُشرِكينَ
4177,but their faith could not help them once they witnessed our might. this has been god’s way of dealing with his servants. and there and then the disbelievers lost.,فَلَم يَكُ يَنفَعُهُم إيمانُهُم لَمّا رَأَوا بَأسَنا سُنَّتَ اللَّهِ الَّتي قَد خَلَت في عِبادِهِ وَخَسِرَ هُنالِكَ الكافِرونَ
4178,"a revelation from the most gracious, the most merciful.",تَنزيلٌ مِنَ الرَّحمٰنِ الرَّحيمِ
4179,"a scripture whose verses are detailed, a quran in arabic for people who know.",كِتابٌ فُصِّلَت آياتُهُ قُرآنًا عَرَبِيًّا لِقَومٍ يَعلَمونَ
4180,"bringing good news, and giving warnings. but most of them turn away, so they do not listen.",بَشيرًا وَنَذيرًا فَأَعرَضَ أَكثَرُهُم فَهُم لا يَسمَعونَ
4181,"and they say, “our hearts are screened from what you call us to, and in our ears is deafness, and between us and you is a barrier. so do what you want, and so will we.”",وَقالوا قُلوبُنا في أَكِنَّةٍ مِمّا تَدعونا إِلَيهِ وَفي آذانِنا وَقرٌ وَمِن بَينِنا وَبَينِكَ حِجابٌ فَاعمَل إِنَّنا عامِلونَ
4182,"say, “i am only a human like you; it is inspired in me that your god is one god. so be upright towards him, and seek forgiveness from him.” and woe to the idolaters.",قُل إِنَّما أَنا بَشَرٌ مِثلُكُم يوحىٰ إِلَيَّ أَنَّما إِلٰهُكُم إِلٰهٌ واحِدٌ فَاستَقيموا إِلَيهِ وَاستَغفِروهُ وَوَيلٌ لِلمُشرِكينَ
4183,"those who do not pay the alms; and regarding the hereafter, they are disbelievers.",الَّذينَ لا يُؤتونَ الزَّكاةَ وَهُم بِالآخِرَةِ هُم كافِرونَ
4184,as for those who believe and do righteous deeds—for them is a reward uninterrupted.,إِنَّ الَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ لَهُم أَجرٌ غَيرُ مَمنونٍ
4185,"say, “do you reject the one who created the earth in two days? and you attribute equals to him? that is the lord of the universe.”",قُل أَئِنَّكُم لَتَكفُرونَ بِالَّذي خَلَقَ الأَرضَ في يَومَينِ وَتَجعَلونَ لَهُ أَندادًا ذٰلِكَ رَبُّ العالَمينَ
4186,"he placed stabilizers over it; and blessed it; and planned its provisions in four days, equally to the seekers.",وَجَعَلَ فيها رَواسِيَ مِن فَوقِها وَبارَكَ فيها وَقَدَّرَ فيها أَقواتَها في أَربَعَةِ أَيّامٍ سَواءً لِلسّائِلينَ
4187,"then he turned to the sky, and it was smoke, and said to it and to the earth, “come, willingly or unwillingly.” they said, “we come willingly.”",ثُمَّ استَوىٰ إِلَى السَّماءِ وَهِيَ دُخانٌ فَقالَ لَها وَلِلأَرضِ ائتِيا طَوعًا أَو كَرهًا قالَتا أَتَينا طائِعينَ
4188,"so he completed them as seven universes in two days, and he assigned to each universe its laws. and we decorated the lower universe with lamps, and for protection. that is the design of the almighty, the all-knowing.",فَقَضاهُنَّ سَبعَ سَماواتٍ في يَومَينِ وَأَوحىٰ في كُلِّ سَماءٍ أَمرَها وَزَيَّنَّا السَّماءَ الدُّنيا بِمَصابيحَ وَحِفظًا ذٰلِكَ تَقديرُ العَزيزِ العَليمِ
4189,"but if they turn away, say, “i have warned you of a thunderbolt, like the thunderbolt of aad and thamood.”",فَإِن أَعرَضوا فَقُل أَنذَرتُكُم صاعِقَةً مِثلَ صاعِقَةِ عادٍ وَثَمودَ
4190,"their messengers came to them, from before them and from behind them, saying, “do not worship anyone but god.” they said, “had our lord willed, he would have sent down angels; therefore, we reject what you are sent with.”",إِذ جاءَتهُمُ الرُّسُلُ مِن بَينِ أَيديهِم وَمِن خَلفِهِم أَلّا تَعبُدوا إِلَّا اللَّهَ قالوا لَو شاءَ رَبُّنا لَأَنزَلَ مَلائِكَةً فَإِنّا بِما أُرسِلتُم بِهِ كافِرونَ
4191,"as for aad, they turned arrogant on earth, and opposed justice, and said, “who is more powerful than us?” have they not considered that god, who created them, is more powerful than they? and they went on denying our revelations.",فَأَمّا عادٌ فَاستَكبَروا فِي الأَرضِ بِغَيرِ الحَقِّ وَقالوا مَن أَشَدُّ مِنّا قُوَّةً أَوَلَم يَرَوا أَنَّ اللَّهَ الَّذي خَلَقَهُم هُوَ أَشَدُّ مِنهُم قُوَّةً وَكانوا بِآياتِنا يَجحَدونَ
4192,"so we unleashed upon them a screaming wind, for a few miserable days, to make them taste the punishment of shame in this life; but the punishment of the hereafter is more shameful; and they will not be saved.",فَأَرسَلنا عَلَيهِم ريحًا صَرصَرًا في أَيّامٍ نَحِساتٍ لِنُذيقَهُم عَذابَ الخِزيِ فِي الحَياةِ الدُّنيا وَلَعَذابُ الآخِرَةِ أَخزىٰ وَهُم لا يُنصَرونَ
4193,"and as for thamood, we guided them, but they preferred blindness over guidance. so the thunderbolt of the humiliating punishment seized them, because of what they used to earn.",وَأَمّا ثَمودُ فَهَدَيناهُم فَاستَحَبُّوا العَمىٰ عَلَى الهُدىٰ فَأَخَذَتهُم صاعِقَةُ العَذابِ الهونِ بِما كانوا يَكسِبونَ
4194,and we saved those who believed and were righteous.,وَنَجَّينَا الَّذينَ آمَنوا وَكانوا يَتَّقونَ
4195,"the day when god’s enemies are herded into the fire, forcibly.",وَيَومَ يُحشَرُ أَعداءُ اللَّهِ إِلَى النّارِ فَهُم يوزَعونَ
4196,"until, when they have reached it, their hearing, and their sight, and their skins will testify against them regarding what they used to do.",حَتّىٰ إِذا ما جاءوها شَهِدَ عَلَيهِم سَمعُهُم وَأَبصارُهُم وَجُلودُهُم بِما كانوا يَعمَلونَ
4197,"and they will say to their skins, “why did you testify against us?” they will say, “god, who made all things speak, made us speak. it is he who created you the first time, and to him you are returned.”",وَقالوا لِجُلودِهِم لِمَ شَهِدتُم عَلَينا قالوا أَنطَقَنَا اللَّهُ الَّذي أَنطَقَ كُلَّ شَيءٍ وَهُوَ خَلَقَكُم أَوَّلَ مَرَّةٍ وَإِلَيهِ تُرجَعونَ
4198,"you were unable to hide yourselves from your hearing, and your sight, and your skins, to prevent them from testifying against you, and you imagined that god was unaware of much of what you do.",وَما كُنتُم تَستَتِرونَ أَن يَشهَدَ عَلَيكُم سَمعُكُم وَلا أَبصارُكُم وَلا جُلودُكُم وَلٰكِن ظَنَنتُم أَنَّ اللَّهَ لا يَعلَمُ كَثيرًا مِمّا تَعمَلونَ
4199,it is that thought of yours about your lord that led you to ruin—so you became of the losers.,وَذٰلِكُم ظَنُّكُمُ الَّذي ظَنَنتُم بِرَبِّكُم أَرداكُم فَأَصبَحتُم مِنَ الخاسِرينَ
4200,"if they endure patiently, the fire will be their residence; and if they make up excuses, they will not be pardoned.",فَإِن يَصبِروا فَالنّارُ مَثوًى لَهُم وَإِن يَستَعتِبوا فَما هُم مِنَ المُعتَبينَ
4201,"we had assigned companions for them, who glamorized to them what was in front of them, and what was behind them. and the word proved true against them in communities of jinn and humans that have passed away before them. they were losers.",وَقَيَّضنا لَهُم قُرَناءَ فَزَيَّنوا لَهُم ما بَينَ أَيديهِم وَما خَلفَهُم وَحَقَّ عَلَيهِمُ القَولُ في أُمَمٍ قَد خَلَت مِن قَبلِهِم مِنَ الجِنِّ وَالإِنسِ إِنَّهُم كانوا خاسِرينَ
4202,"those who disbelieve say, “do not listen to this quran, and talk over it, so that you may prevail.”",وَقالَ الَّذينَ كَفَروا لا تَسمَعوا لِهٰذَا القُرآنِ وَالغَوا فيهِ لَعَلَّكُم تَغلِبونَ
4203,"we will make those who disbelieve taste an intense agony, and we will recompense them according to the worst of what they used to do.",فَلَنُذيقَنَّ الَّذينَ كَفَروا عَذابًا شَديدًا وَلَنَجزِيَنَّهُم أَسوَأَ الَّذي كانوا يَعمَلونَ
4204,"such is the recompense of god’s enemies—the fire—where they will have their permanent home, in recompense for having disregarded our revelations.",ذٰلِكَ جَزاءُ أَعداءِ اللَّهِ النّارُ لَهُم فيها دارُ الخُلدِ جَزاءً بِما كانوا بِآياتِنا يَجحَدونَ
4205,"those who disbelieved will say, “our lord, show us those who led us astray—among jinn and humans—and we will trample them under our feet, so they become among of the lowest.”",وَقالَ الَّذينَ كَفَروا رَبَّنا أَرِنَا اللَّذَينِ أَضَلّانا مِنَ الجِنِّ وَالإِنسِ نَجعَلهُما تَحتَ أَقدامِنا لِيَكونا مِنَ الأَسفَلينَ
4206,"surely, those who say: “our lord is god,” and then go straight, the angels will descend upon them: “do not fear, and do not grieve, but rejoice in the news of the garden which you were promised.",إِنَّ الَّذينَ قالوا رَبُّنَا اللَّهُ ثُمَّ استَقاموا تَتَنَزَّلُ عَلَيهِمُ المَلائِكَةُ أَلّا تَخافوا وَلا تَحزَنوا وَأَبشِروا بِالجَنَّةِ الَّتي كُنتُم توعَدونَ
4207,"we are your allies in this life and in the hereafter, wherein you will have whatever your souls desire, and you will have therein whatever you call for.",نَحنُ أَولِياؤُكُم فِي الحَياةِ الدُّنيا وَفِي الآخِرَةِ وَلَكُم فيها ما تَشتَهي أَنفُسُكُم وَلَكُم فيها ما تَدَّعونَ
4208,"as hospitality from an all-forgiving, merciful one.”",نُزُلًا مِن غَفورٍ رَحيمٍ
4209,"and who is better in speech than someone who calls to god, and acts with integrity, and says, “i am of those who submit”?",وَمَن أَحسَنُ قَولًا مِمَّن دَعا إِلَى اللَّهِ وَعَمِلَ صالِحًا وَقالَ إِنَّني مِنَ المُسلِمينَ
4210,"good and evil are not equal. repel evil with good, and the person who was your enemy becomes like an intimate friend.",وَلا تَستَوِي الحَسَنَةُ وَلَا السَّيِّئَةُ ادفَع بِالَّتي هِيَ أَحسَنُ فَإِذَا الَّذي بَينَكَ وَبَينَهُ عَداوَةٌ كَأَنَّهُ وَلِيٌّ حَميمٌ
4211,"but none will attain it except those who persevere, and none will attain it except the very fortunate.",وَما يُلَقّاها إِلَّا الَّذينَ صَبَروا وَما يُلَقّاها إِلّا ذو حَظٍّ عَظيمٍ
4212,"when a temptation from the devil provokes you, seek refuge in god; he is the hearer, the knower.",وَإِمّا يَنزَغَنَّكَ مِنَ الشَّيطانِ نَزغٌ فَاستَعِذ بِاللَّهِ إِنَّهُ هُوَ السَّميعُ العَليمُ
4213,"and of his signs are the night and the day, and the sun and the moon. do not bow down to the sun, nor to the moon, but bow down to god, who created them both, if it is him that you serve.",وَمِن آياتِهِ اللَّيلُ وَالنَّهارُ وَالشَّمسُ وَالقَمَرُ لا تَسجُدوا لِلشَّمسِ وَلا لِلقَمَرِ وَاسجُدوا لِلَّهِ الَّذي خَلَقَهُنَّ إِن كُنتُم إِيّاهُ تَعبُدونَ
4214,"but if they are too proud—those in the presence of your lord praise him night and day, and without ever tiring.",فَإِنِ استَكبَروا فَالَّذينَ عِندَ رَبِّكَ يُسَبِّحونَ لَهُ بِاللَّيلِ وَالنَّهارِ وَهُم لا يَسأَمونَ
4215,"and of his signs is that you see the land still. but when we send down water upon it, it stirs and grows. surely, he who revived it will revive the dead. he is able to do all things.",وَمِن آياتِهِ أَنَّكَ تَرَى الأَرضَ خاشِعَةً فَإِذا أَنزَلنا عَلَيهَا الماءَ اهتَزَّت وَرَبَت إِنَّ الَّذي أَحياها لَمُحيِي المَوتىٰ إِنَّهُ عَلىٰ كُلِّ شَيءٍ قَديرٌ
4216,those who despise our revelations are not hidden from us. is he who is hurled into the fire better? or he who arrives safely on the day of resurrection? do as you please; he is seeing of everything you do.,إِنَّ الَّذينَ يُلحِدونَ في آياتِنا لا يَخفَونَ عَلَينا أَفَمَن يُلقىٰ فِي النّارِ خَيرٌ أَم مَن يَأتي آمِنًا يَومَ القِيامَةِ اعمَلوا ما شِئتُم إِنَّهُ بِما تَعمَلونَ بَصيرٌ
4217,those who reject the reminder when it has come to them—it is an invincible book.,إِنَّ الَّذينَ كَفَروا بِالذِّكرِ لَمّا جاءَهُم وَإِنَّهُ لَكِتابٌ عَزيزٌ
4218,"falsehood cannot approach it, from before it or behind it. it is a revelation from one wise and praiseworthy.",لا يَأتيهِ الباطِلُ مِن بَينِ يَدَيهِ وَلا مِن خَلفِهِ تَنزيلٌ مِن حَكيمٍ حَميدٍ
4219,"nothing is said to you but was said to the messengers before you: your lord is possessor of forgiveness, and possessor of painful repayment.",ما يُقالُ لَكَ إِلّا ما قَد قيلَ لِلرُّسُلِ مِن قَبلِكَ إِنَّ رَبَّكَ لَذو مَغفِرَةٍ وَذو عِقابٍ أَليمٍ
4220,"had we made it a quran in a foreign language, they would have said, “if only its verses were made clear.” non-arabic and an arab? say, “for those who believe, it is guidance and healing. but as for those who do not believe: there is heaviness in their ears, and it is blindness for them. these are being called from a distant place.”",وَلَو جَعَلناهُ قُرآنًا أَعجَمِيًّا لَقالوا لَولا فُصِّلَت آياتُهُ أَأَعجَمِيٌّ وَعَرَبِيٌّ قُل هُوَ لِلَّذينَ آمَنوا هُدًى وَشِفاءٌ وَالَّذينَ لا يُؤمِنونَ في آذانِهِم وَقرٌ وَهُوَ عَلَيهِم عَمًى أُولٰئِكَ يُنادَونَ مِن مَكانٍ بَعيدٍ
4221,"we gave moses the book, but disputes arose concerning it. were it not for a prior decree from your lord, judgment would have been pronounced between them. but they are in perplexing doubt concerning it.",وَلَقَد آتَينا موسَى الكِتابَ فَاختُلِفَ فيهِ وَلَولا كَلِمَةٌ سَبَقَت مِن رَبِّكَ لَقُضِيَ بَينَهُم وَإِنَّهُم لَفي شَكٍّ مِنهُ مُريبٍ
4222,whoever acts righteously does so for himself; and whoever works evil does so against himself. your lord is not unjust to the servants.,مَن عَمِلَ صالِحًا فَلِنَفسِهِ وَمَن أَساءَ فَعَلَيها وَما رَبُّكَ بِظَلّامٍ لِلعَبيدِ
4223,"to him is referred the knowledge of the hour. no fruit emerges from its sheath, and no female conceives or delivers, except with his knowledge. and on the day when he calls out to them, “where are my associates?” they will say, “we admit to you, none of us is a witness.”",إِلَيهِ يُرَدُّ عِلمُ السّاعَةِ وَما تَخرُجُ مِن ثَمَراتٍ مِن أَكمامِها وَما تَحمِلُ مِن أُنثىٰ وَلا تَضَعُ إِلّا بِعِلمِهِ وَيَومَ يُناديهِم أَينَ شُرَكائي قالوا آذَنّاكَ ما مِنّا مِن شَهيدٍ
4224,"what they used to pray to before will forsake them, and they will realize that they have no escape.",وَضَلَّ عَنهُم ما كانوا يَدعونَ مِن قَبلُ وَظَنّوا ما لَهُم مِن مَحيصٍ
4225,"the human being never tires of praying for good things; but when adversity afflicts him, he despairs and loses hope.",لا يَسأَمُ الإِنسانُ مِن دُعاءِ الخَيرِ وَإِن مَسَّهُ الشَّرُّ فَيَئوسٌ قَنوطٌ
4226,"and when we let him taste a mercy from us, after the adversity that had afflicted him, he will say, “this is mine, and i do not think that the hour is coming; and even if i am returned to my lord, i will have the very best with him.” we will inform those who disbelieve of what they did, and we will make them taste an awful punishment.",وَلَئِن أَذَقناهُ رَحمَةً مِنّا مِن بَعدِ ضَرّاءَ مَسَّتهُ لَيَقولَنَّ هٰذا لي وَما أَظُنُّ السّاعَةَ قائِمَةً وَلَئِن رُجِعتُ إِلىٰ رَبّي إِنَّ لي عِندَهُ لَلحُسنىٰ فَلَنُنَبِّئَنَّ الَّذينَ كَفَروا بِما عَمِلوا وَلَنُذيقَنَّهُم مِن عَذابٍ غَليظٍ
4227,"when we provide comfort for the human being, he withdraws and distances himself; but when adversity befalls him, he starts lengthy prayers.",وَإِذا أَنعَمنا عَلَى الإِنسانِ أَعرَضَ وَنَأىٰ بِجانِبِهِ وَإِذا مَسَّهُ الشَّرُّ فَذو دُعاءٍ عَريضٍ
4228,"say, “have you considered? if it is from god and you reject it—who is further astray than he who is cutoff and alienated?”",قُل أَرَأَيتُم إِن كانَ مِن عِندِ اللَّهِ ثُمَّ كَفَرتُم بِهِ مَن أَضَلُّ مِمَّن هُوَ في شِقاقٍ بَعيدٍ
4229,"we will show them our proofs on the horizons, and in their very souls, until it becomes clear to them that it is the truth. is it not sufficient that your lord is witness over everything?",سَنُريهِم آياتِنا فِي الآفاقِ وَفي أَنفُسِهِم حَتّىٰ يَتَبَيَّنَ لَهُم أَنَّهُ الحَقُّ أَوَلَم يَكفِ بِرَبِّكَ أَنَّهُ عَلىٰ كُلِّ شَيءٍ شَهيدٌ
4230,surely they are in doubt about the encounter with their lord. surely he comprehends everything.,أَلا إِنَّهُم في مِريَةٍ مِن لِقاءِ رَبِّهِم أَلا إِنَّهُ بِكُلِّ شَيءٍ مُحيطٌ
4231,"ayn, seen, qaf.",عسق
4232,"thus he inspires you, and those before you—god the almighty, the wise.",كَذٰلِكَ يوحي إِلَيكَ وَإِلَى الَّذينَ مِن قَبلِكَ اللَّهُ العَزيزُ الحَكيمُ
4233,"to him belongs everything in the heavens and everything on earth. he is the sublime, the magnificent.",لَهُ ما فِي السَّماواتِ وَما فِي الأَرضِ وَهُوَ العَلِيُّ العَظيمُ
4234,"the heavens above them almost burst apart, while the angels glorify the praises of their lord, and ask forgiveness for those on earth. god is indeed the forgiver, the merciful.",تَكادُ السَّماواتُ يَتَفَطَّرنَ مِن فَوقِهِنَّ وَالمَلائِكَةُ يُسَبِّحونَ بِحَمدِ رَبِّهِم وَيَستَغفِرونَ لِمَن فِي الأَرضِ أَلا إِنَّ اللَّهَ هُوَ الغَفورُ الرَّحيمُ
4235,"as for those who take masters other than him: god is in charge of them, and you are not responsible for them.",وَالَّذينَ اتَّخَذوا مِن دونِهِ أَولِياءَ اللَّهُ حَفيظٌ عَلَيهِم وَما أَنتَ عَلَيهِم بِوَكيلٍ
4236,"thus we inspired you with an arabic quran, that you may warn the central city and whoever is around it, and to warn of the day of assembly, of which there is no doubt; a group in the garden, and a group in the furnace.",وَكَذٰلِكَ أَوحَينا إِلَيكَ قُرآنًا عَرَبِيًّا لِتُنذِرَ أُمَّ القُرىٰ وَمَن حَولَها وَتُنذِرَ يَومَ الجَمعِ لا رَيبَ فيهِ فَريقٌ فِي الجَنَّةِ وَفَريقٌ فِي السَّعيرِ
4237,"had god willed, he could have made them one community, but he admits into his mercy whomever he wills. as for the wrongdoers, they will have no protector and no savior.",وَلَو شاءَ اللَّهُ لَجَعَلَهُم أُمَّةً واحِدَةً وَلٰكِن يُدخِلُ مَن يَشاءُ في رَحمَتِهِ وَالظّالِمونَ ما لَهُم مِن وَلِيٍّ وَلا نَصيرٍ
4238,"or have they adopted protectors besides him? but god is the protector, and he gives life to the dead, and he has power over all things.",أَمِ اتَّخَذوا مِن دونِهِ أَولِياءَ فَاللَّهُ هُوَ الوَلِيُّ وَهُوَ يُحيِي المَوتىٰ وَهُوَ عَلىٰ كُلِّ شَيءٍ قَديرٌ
4239,"whatever matter you differ about, its judgment rests with god. “such is god, my lord, in whom i trust, and unto him i repent.”",وَمَا اختَلَفتُم فيهِ مِن شَيءٍ فَحُكمُهُ إِلَى اللَّهِ ذٰلِكُمُ اللَّهُ رَبّي عَلَيهِ تَوَكَّلتُ وَإِلَيهِ أُنيبُ
4240,"originator of the heavens and the earth. he made for you mates from among yourselves, and pairs of animals, by means of which he multiplies you. there is nothing like him. he is the hearing, the seeing.",فاطِرُ السَّماواتِ وَالأَرضِ جَعَلَ لَكُم مِن أَنفُسِكُم أَزواجًا وَمِنَ الأَنعامِ أَزواجًا يَذرَؤُكُم فيهِ لَيسَ كَمِثلِهِ شَيءٌ وَهُوَ السَّميعُ البَصيرُ
4241,"to him belongs absolute control of the heavens and the earth. he spreads the bounties to whomever he wills, or reduces it. he is aware of all things.",لَهُ مَقاليدُ السَّماواتِ وَالأَرضِ يَبسُطُ الرِّزقَ لِمَن يَشاءُ وَيَقدِرُ إِنَّهُ بِكُلِّ شَيءٍ عَليمٌ
4242,"he prescribed for you the same religion he enjoined upon noah, and what we inspired to you, and what we enjoined upon abraham, and moses, and jesus: “you shall uphold the religion, and be not divided therein.” as for the idolaters, what you call them to is outrageous to them. god chooses to himself whom he wills, and he guides to himself whoever repents.",شَرَعَ لَكُم مِنَ الدّينِ ما وَصّىٰ بِهِ نوحًا وَالَّذي أَوحَينا إِلَيكَ وَما وَصَّينا بِهِ إِبراهيمَ وَموسىٰ وَعيسىٰ أَن أَقيمُوا الدّينَ وَلا تَتَفَرَّقوا فيهِ كَبُرَ عَلَى المُشرِكينَ ما تَدعوهُم إِلَيهِ اللَّهُ يَجتَبي إِلَيهِ مَن يَشاءُ وَيَهدي إِلَيهِ مَن يُنيبُ
4243,"they became divided only after knowledge came to them, out of resentment among themselves. were it not for a predetermined decision from your lord, judgment would have been pronounced between them. indeed, those who were made to inherit the book after them are in grave doubt about it.",وَما تَفَرَّقوا إِلّا مِن بَعدِ ما جاءَهُمُ العِلمُ بَغيًا بَينَهُم وَلَولا كَلِمَةٌ سَبَقَت مِن رَبِّكَ إِلىٰ أَجَلٍ مُسَمًّى لَقُضِيَ بَينَهُم وَإِنَّ الَّذينَ أورِثُوا الكِتابَ مِن بَعدِهِم لَفي شَكٍّ مِنهُ مُريبٍ
4244,"to this go on inviting, and be upright as you were commanded, and do not follow their inclinations, and say, “i believe in whatever book god has sent down, and i was commanded to judge between you equitably. god is our lord and your lord. we have our deeds, and you have your deeds. let there be no quarrel between us and you. god will bring us together, and to him is the ultimate return.”",فَلِذٰلِكَ فَادعُ وَاستَقِم كَما أُمِرتَ وَلا تَتَّبِع أَهواءَهُم وَقُل آمَنتُ بِما أَنزَلَ اللَّهُ مِن كِتابٍ وَأُمِرتُ لِأَعدِلَ بَينَكُمُ اللَّهُ رَبُّنا وَرَبُّكُم لَنا أَعمالُنا وَلَكُم أَعمالُكُم لا حُجَّةَ بَينَنا وَبَينَكُمُ اللَّهُ يَجمَعُ بَينَنا وَإِلَيهِ المَصيرُ
4245,"as for those who dispute about god after having answered his call, their argument is invalid with their lord; and upon them falls wrath; and a grievous torment awaits them.",وَالَّذينَ يُحاجّونَ فِي اللَّهِ مِن بَعدِ مَا استُجيبَ لَهُ حُجَّتُهُم داحِضَةٌ عِندَ رَبِّهِم وَعَلَيهِم غَضَبٌ وَلَهُم عَذابٌ شَديدٌ
4246,"it is god who revealed the book with the truth, and the balance. and what will make you realize that perhaps the hour is near?",اللَّهُ الَّذي أَنزَلَ الكِتابَ بِالحَقِّ وَالميزانَ وَما يُدريكَ لَعَلَّ السّاعَةَ قَريبٌ
4247,"those who do not believe in it seek to hasten it; but those who believe are apprehensive of it, and they know it to be the truth. absolutely, those who question the hour are in distant error.",يَستَعجِلُ بِهَا الَّذينَ لا يُؤمِنونَ بِها وَالَّذينَ آمَنوا مُشفِقونَ مِنها وَيَعلَمونَ أَنَّهَا الحَقُّ أَلا إِنَّ الَّذينَ يُمارونَ فِي السّاعَةِ لَفي ضَلالٍ بَعيدٍ
4248,"god is kind towards his worshipers. he provides for whomever he wills. he is the powerful, the honorable.",اللَّهُ لَطيفٌ بِعِبادِهِ يَرزُقُ مَن يَشاءُ وَهُوَ القَوِيُّ العَزيزُ
4249,"whoever desires the harvest of the hereafter, we increase for him his harvest; and whoever desires the harvest of this world, we give him thereof, and he has no share of the hereafter.",مَن كانَ يُريدُ حَرثَ الآخِرَةِ نَزِد لَهُ في حَرثِهِ وَمَن كانَ يُريدُ حَرثَ الدُّنيا نُؤتِهِ مِنها وَما لَهُ فِي الآخِرَةِ مِن نَصيبٍ
4250,"or is it that they have partners who litigate for them religious laws never authorized by god? were it not for the conclusive decision, it would have been settled between them. the wicked will have a painful punishment.",أَم لَهُم شُرَكاءُ شَرَعوا لَهُم مِنَ الدّينِ ما لَم يَأذَن بِهِ اللَّهُ وَلَولا كَلِمَةُ الفَصلِ لَقُضِيَ بَينَهُم وَإِنَّ الظّالِمينَ لَهُم عَذابٌ أَليمٌ
4251,"you will see the unjust terrified of what they have earned, and it will befall them. as for those who believe and do good deeds, they will be in the meadows of the gardens; they will have whatever they please in the presence of their lord; that is the supreme blessing.",تَرَى الظّالِمينَ مُشفِقينَ مِمّا كَسَبوا وَهُوَ واقِعٌ بِهِم وَالَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ في رَوضاتِ الجَنّاتِ لَهُم ما يَشاءونَ عِندَ رَبِّهِم ذٰلِكَ هُوَ الفَضلُ الكَبيرُ
4252,"that is the good news god gives to his servants who believe and do good deeds. say, “i ask of you no wage for it, except affection among the near of kin.” whoever does a good deed, we will increase its goodness for him. god is forgiving and appreciative.",ذٰلِكَ الَّذي يُبَشِّرُ اللَّهُ عِبادَهُ الَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ قُل لا أَسأَلُكُم عَلَيهِ أَجرًا إِلَّا المَوَدَّةَ فِي القُربىٰ وَمَن يَقتَرِف حَسَنَةً نَزِد لَهُ فيها حُسنًا إِنَّ اللَّهَ غَفورٌ شَكورٌ
4253,"or do they say, “he forged a lie about god.” if god so willed, he could have sealed your heart. but god obliterates the false, and confirm the true by his words. he knows what is in the hearts.",أَم يَقولونَ افتَرىٰ عَلَى اللَّهِ كَذِبًا فَإِن يَشَإِ اللَّهُ يَختِم عَلىٰ قَلبِكَ وَيَمحُ اللَّهُ الباطِلَ وَيُحِقُّ الحَقَّ بِكَلِماتِهِ إِنَّهُ عَليمٌ بِذاتِ الصُّدورِ
4254,"it is he who accepts the repentance of his worshipers, and remits the sins, and knows what you do.",وَهُوَ الَّذي يَقبَلُ التَّوبَةَ عَن عِبادِهِ وَيَعفو عَنِ السَّيِّئَاتِ وَيَعلَمُ ما تَفعَلونَ
4255,"and he answers those who believe and do good deeds, and he increases them of his grace. but the disbelievers will suffer a terrible punishment.",وَيَستَجيبُ الَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ وَيَزيدُهُم مِن فَضلِهِ وَالكافِرونَ لَهُم عَذابٌ شَديدٌ
