,en,ar
5500,The people will flee from the False Messiah into the mountains.,لَيَفِرَّنَّ النَّاسُ مِنْ الدَّجَّالِ فِي الْجِبَالِ
5501,"Soon the best property of a Muslim will be a flock of sheep he takes to the top of a mountain, or in the valleys of rainfall, fleeing with his religion from tribulations.",يُوشِكُ أَنْ يَكُونَ خَيْرَ مَالِ الْمُسْلِمِ غَنَمٌ يَتْبَعُ بِهَا شَعَفَ الْجِبَالِ وَمَوَاقِعَ الْقَطْرِ يَفِرُّ بِدِينِهِ مِنْ الْفِتَنِ
5502,"Shall I tell you about those with the greatest loss in their deeds? Those whose effort was wasted in the worldly life, while they thought they were doing the best of works.",هَلْ نُنَبِّئُكُم بِالْأَخْسَرِينَ أَعْمَالًا الَّذِينَ ضَلَّ سَعْيُهُمْ فِي الْحَيَاةِ الدُّنْيَا وَهُمْ يَحْسَبُونَ أَنَّهُمْ يُحْسِنُونَ صُنْعًا
5503,"Shall I not tell you about the False Messiah of which no prophet has told his people before? Verily, he is blind in one eye. He will come with the likeness of paradise and fire. He will bring it and say it is paradise, yet it is actually fire. Verily, I have warned you just as Noah had warned his people.",أَلَا أُحَدِّثُكُمْ حَدِيثًا عَنْ الدَّجَّالِ مَا حَدَّثَ بِهِ نَبِيٌّ قَوْمَهُ إِنَّهُ أَعْوَرُ وَإِنَّهُ يَجِيءُ مَعَهُ بِمِثَالِ الْجَنَّةِ وَالنَّارِ فَالَّتِي يَقُولُ إِنَّهَا الْجَنَّةُ هِيَ النَّارُ وَإِنِّي أُنْذِرُكُمْ كَمَا أَنْذَرَ بِهِ نُوحٌ قَوْمَهُ
5504,"I surely know what the False Messiah will have with him. He will have two flowing rivers, one that appears to be clear water and another that appears to be blazing fire. If one of you sees that, let him go to the river of fire, lower his gaze, put his head down, and drink from it, for it will be cool water. The False Messiah has one covered eye with thick skin over it. Written between his eyes is the word of unbelief. Every believer will be able to read it, whether he is literate or not.",لَأَنَا أَعْلَمُ بِمَا مَعَ الدَّجَّالِ مِنْهُ مَعَهُ نَهْرَانِ يَجْرِيَانِ أَحَدُهُمَا رَأْيَ الْعَيْنِ مَاءٌ أَبْيَضُ وَالْآخَرُ رَأْيَ الْعَيْنِ نَارٌ تَأَجَّجُ فَإِمَّا أَدْرَكَنَّ أَحَدٌ فَلْيَأْتِ النَّهْرَ الَّذِي يَرَاهُ نَارًا وَلْيُغَمِّضْ ثُمَّ لْيُطَأْطِئْ رَأْسَهُ فَيَشْرَبَ مِنْهُ فَإِنَّهُ مَاءٌ بَارِدٌ وَإِنَّ الدَّجَّالَ مَمْسُوحُ الْعَيْنِ عَلَيْهَا ظَفَرَةٌ غَلِيظَةٌ مَكْتُوبٌ بَيْنَ عَيْنَيْهِ كَافِرٌ يَقْرَؤُهُ كُلُّ مُؤْمِنٍ كَاتِبٍ وَغَيْرِ كَاتِبٍ
5505,"He will have paradise and fire with him. His fire is Paradise, and his paradise is Hellfire.",مَعَهُ جَنَّةٌ وَنَارٌ فَنَارُهُ جَنَّةٌ وَجَنَّتُهُ نَارٌ
5506,"By Allah, We had sent messengers to the nations before you, but Satan beautified their sinful deeds for them. He is their ally today and they will have an agonizing punishment.",تَاللَّهِ لَقَدْ أَرْسَلْنَا إِلَىٰ أُمَمٍ مِّن قَبْلِكَ فَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَهُوَ وَلِيُّهُمُ الْيَوْمَ وَلَهُمْ عَذَابٌ أَلِيمٌ
5507,"Until when he reached a pass between two mountains, he found people who could hardly understand his words. They said, ‘O Dhul Qarnayn, Gog and Magog are causing corruption in the land. Shall we pay you tribute if you build a barrier between us?’ He said, ‘What my Lord has established for me is better, but help me with labor. I will make a dam between you. Bring me sheets of iron,’ until he had leveled them between the two mountain walls. He said, ‘Blow,’ until he had made it like fire. He said, ‘Bring it to me that I will may molten copper over it.’ Thus, Gog and Magog were unable to pass over it, nor were they able to penetrate it. He said, ‘This is a mercy from my Lord, but when the promise of my Lord comes, He will make it level; the promise of my Lord is ever true.’",حَتَّىٰ إِذَا بَلَغَ بَيْنَ السَّدَّيْنِ وَجَدَ مِن دُونِهِمَا قَوْمًا لَّا يَكَادُونَ يَفْقَهُونَ قَوْلًا قَالُوا يَا ذَا الْقَرْنَيْنِ إِنَّ يَأْجُوجَ وَمَأْجُوجَ مُفْسِدُونَ فِي الْأَرْضِ فَهَلْ نَجْعَلُ لَكَ خَرْجًا عَلَىٰ أَن تَجْعَلَ بَيْنَنَا وَبَيْنَهُمْ سَدًّا قَالَ مَا مَكَّنِّي فِيهِ رَبِّي خَيْرٌ فَأَعِينُونِي بِقُوَّةٍ أَجْعَلْ بَيْنَكُمْ وَبَيْنَهُمْ رَدْمًا آتُونِي زُبَرَ الْحَدِيدِ ۖ حَتَّىٰ إِذَا سَاوَىٰ بَيْنَ الصَّدَفَيْنِ قَالَ انفُخُوا ۖ حَتَّىٰ إِذَا جَعَلَهُ نَارًا قَالَ آتُونِي أُفْرِغْ عَلَيْهِ قِطْرًا فَمَا اسْطَاعُوا أَن يَظْهَرُوهُ وَمَا اسْتَطَاعُوا لَهُ نَقْبًا قَالَ هَٰذَا رَحْمَةٌ مِّن رَّبِّي ۖ فَإِذَا جَاءَ وَعْدُ رَبِّي جَعَلَهُ دَكَّاءَ ۖ وَكَانَ وَعْدُ رَبِّي حَقًّا
5508,"In the ninth part of this kingdom lies the wall built by Alexander, as we have said, and the truth of the matter is reported in the Quran.",وفي وسط هذا الجزء التّاسع هو السّدّ الّذي بناه الإسكندر كما قلناه والصّحيح من خبره في القرآن
5509,There is no God but Allah! Woe to the Arabs from an evil drawing near! An opening has been made today in the barrier Gog and Magog like this.,لَا إِلَهَ إِلَّا اللَّهُ وَيْلٌ لِلْعَرَبِ مِنْ شَرٍّ قَدْ اقْتَرَبَ فُتِحَ الْيَوْمَ مِنْ رَدْمِ يَأْجُوجَ وَمَأْجُوجَ مِثْلُ هَذِهِ
5510,"Yes, if wickedness prevails.",نَعَمْ إِذَا كَثُرَ الْخَبَثُ
5511,"It is not known exactly what time they would be released from their lands, nor the cause of it. It is estimated that their release was during the latter of the sixth century Hijri. The Arab kingdoms were scattered at the hands of the Mongols and Tartars since the emergence of Ghengis Khan and his occupation of Bukhara in the year 616 Hijri.",وَلَا يُعْرَفُ بِالضَّبْطِ وَقْتُ انْطِلَاقِهِمْ مِنْ بِلَادِهِمْ وَلَا سَبَبُ ذَلِكَ وَيُقَدَّرُ أَنَّ انْطِلَاقَهُمْ كَانَ أَوَاخِرَ الْقَرْنِ السَّادِسِ الْهِجْرِيِّ وَتَشَتَّتُ مُلْكِ الْعَرَبِ بِأَيْدِي الْمَغُولِ وَالتَّتَرِ مِنْ خُرُوجِ جَنْكِيزْ خَانَ الْمَغُولِيِّ وَاسْتِيلَائِهِ عَلَى بُخَارَى سَنَةَ سِتَّ عَشْرَةَ وَسِتِّمَائَةٍ مِنَ الْهِجْرَةِ
5512,"The opening of Gog and Magog and their first emergence has already happened, and they caused corruption on the earth against people generally, and against Muslims and Arabs specifically, such as the trials of the Tartars, in the east, and the battles in European lands. Their emergence at the end of time, as described in the tradition of Al-Nawwas ibn Sim’an, is after the trial of the False Messiah. There is no indication that they have not emerged before that, as the meaning of ‘emerge’ is to transfer from one location to another. It will not be the first time they have emerged.",أن انفتاح يأجوج ومأجوج وخروجهم الابتدائي قد وقع وحصل منهم الإفساد في الأرض على الناس عموماً وعلى المسلمين والعرب خصوصاً كفتنة التتار في المشرق وغزوات المجار في بلاد أوربه وأن خروجهم في آخر الزمان الموصوف في حديث النواس بن سمعان بعد فتنة المسيح الدجال لا يدل على أنهم لم يخرجوا قبل ذلك إذ المراد بالخروج التحول من محل إلى محلٍ آخر وليس ابتداء الخروج
5513,"Verily, Gog and Magog are digging at the wall every day until they almost see the rays of the sun. One of them says: Go back and we will dig tomorrow. They return to it even stronger than before until their term arrives.",إِنَّ يَأْجُوجَ وَمَأْجُوجَ لَيَحْفِرُونَ السَّدَّ كُلَّ يَوْمٍ حَتَّى إِذَا كَادُوا يَرَوْنَ شُعَاعَ الشَّمْسِ قَالَ الَّذِي عَلَيْهِمْ ارْجِعُوا فَسَتَحْفِرُونَهُ غَدًا فَيَعُودُونَ إِلَيْهِ كَأَشَدِّ مَا كَانَ حَتَّى إِذَا بَلَغَتْ مُدَّتُهُمْ
5514,"Its chain is very good and strong, but there is a defect in its content because the verse apparently necessitates that they did not have power to overcome its elevation, nor penetrate it, due to the perfection of its foundation, firmness, and strength. Rather, this tradition was narrated from Ka’b al-Ahbar… Perhaps Abu Huraira received it from Ka’b, for there were many who sat with him and narrated from him, so Abu Huraira narrated it and some of the sub-narrators mistakenly thought he attributed it to the Prophet (ṣ) and so they did as well. Allah knows best.",وإسناده جيد قوي ولكن متنه في رفعه نكارة لان ظاهر الآية يقتضي أنهم لم يتمكنوا من ارتقائه ولا من نقبه لإحكام بنائه وصلابته وشدته ولكن هذا قد روي عن كعب الأحبار … ولعل أبا هريرة تلقاه من كعب فانه كان كثيراً ما كان يجالسه ويحدثه فحدث به أبو هريرة فتوهم بعض الرواة عنه انه مرفوع فرفعه والله اعلم
5515,"O Prophet, tell your wives, your daughters, and the believing women to draw their cloaks over themselves. That is more suitable, such that they will be acknowledged and not harmed. Allah is ever forgiving and merciful.",يَا أَيُّهَا النَّبِيُّ قُل لِّأَزْوَاجِكَ وَبَنَاتِكَ وَنِسَاءِ الْمُؤْمِنِينَ يُدْنِينَ عَلَيْهِنَّ مِن جَلَابِيبِهِنَّ ۚ ذَٰلِكَ أَدْنَىٰ أَن يُعْرَفْنَ فَلَا يُؤْذَيْنَ ۗ وَكَانَ اللَّهُ غَفُورًا رَّحِيمًا
5516,"The apparent meaning of His saying ‘the believing women’ includes free women and maidservants. The temptation from maidservants is even greater because of their frequent activity, unlike free women. Excluding them from the generality of women requires clear evidence.",وَالظَّاهِرُ أَنَّ قَوْلَهُ وَنِساءِالْمُؤْمِنِينَ يَشْمَلُ الْحَرَائِرَ وَالْإِمَاءَ وَالْفِتْنَةُ بِالْإِمَاءِ أَكْثَرُ لِكَثْرَةِ تَصَرُّفِهِنَّ بِخِلَافِ الْحَرَائِرِ فَيَحْتَاجُ إِخْرَاجُهُنَّ مِنْ عُمُومِ النِّسَاءِ إلى دليل واضح
5517,"Upon this, there is no difference between free women and maidservants in respect to the verse. Indeed, the meaning is to command veiling and chastity, such that they are not exposed to harm when their intention to veil is recognized, as opposed to sinful women who beautify themselves for adultery.",فعلى هذا لا فرق بين الحرائر والإِماء في الآية وإنما معناها الأمر بالتستر والتعفف فلا يعرض لهن بأذى إذا عرفن قد قصدن التستر بخلاف المتبرجات بالزينة المتعرضات لأهل الفسوق
5518,"The nakedness of a woman is her entire body excluding the face and palms only. The free man and male servant, the free woman and maidservant are equal in this respect; there is no difference… As for differentiating between the free woman and maidservant, then the religion of Allah Almighty is one, creation and nature are one. All of that in respect to free women and maidservants is the same, unless there is an explicit text to distinguish between them in any way such that it can be applied.",وَهِيَ (الْعَوْرَة) مِنْ الْمَرْأَةِ جَمِيعُ جِسْمِهَا حَاشَا الْوَجْهِ وَالْكَفَّيْنِ فَقَطْ الْحُرُّ وَالْعَبْدُ وَالْحُرَّةُ وَالْأَمَةُ سَوَاءٌ فِي كُلِّ ذَلِكَ وَلَا فَرْقَ … وَأَمَّا الْفَرْقُ بَيْنَ الْحُرَّةِ وَالْأَمَةِ فَدِينُ اللَّهِ تَعَالَى وَاحِدٌ وَالْخِلْقَةُ وَالطَّبِيعَةُ وَاحِدَةٌ كُلُّ ذَلِكَ فِي الْحَرَائِرِ وَالْإِمَاءِ سَوَاءٌ حَتَّى يَأْتِيَ نَصٌّ فِي الْفَرْقِ بَيْنَهُمَا فِي شَيْءٍ فَيُوقَفُ عِنْدَهُ
5519,"It is strange that some exegetes are fooled by these weak narrations, such that they adhere to the view restricting His saying ‘the believing women’ as free women to the exclusion of maidservants, and based upon this that maidservants do not have the obligation to cover their head and hair like free women. Rather, some of the legal schools exaggerate to the point that they mention her nakedness is like the nakedness of men, only from the navel to the knee… Despite this, there is no evidence for it in the Book and the Sunnah.",ومن العجائب أن يغتر بعض المفسرين بهذه الروايات الضعيفة فيذهبوا بسببها إلى تقييد قوله تعالى وَنِسَاءِ الْمُؤْمِنِينَ بالحرائر دون الإماء وبنوا على ذلك أنه لا يجب على الأمة ما يجب على الحرة من ستر الرأس والشعر بل بالغ بعض المذاهب فذكر أن عورتها مثل عورة الرجل من السرة إلى الركبة… وهذا مع أنه لا دليل عليه من كتاب أو سنة
5520,"The prayer of a maidservant with her head unveiled is permissible. This is the opinion of the majority of scholars. I know of no one who differs in it except for Al-Hasan… ‘Ata recommended for her to wear a veil when she prays, but he did not obligate it.",وَصَلَاةُ الْأَمَةِ مَكْشُوفَةَ الرَّأْسِ جَائِزَةٌ هَذَا قَوْلُ عَامَّةِ أَهْلِ الْعِلْمِ لَا نَعْلَمُ أَحَدًا خَالَفَ فِي هَذَا إلَّا الْحَسَنَ … وَاسْتَحَبَّ لَهَا عَطَاءٌ أَنْ تُقَنِّعَ إذَا صَلَّتْ وَلَمْ يُوجِبْهُ
5521,"The default position is that the nakedness of a maidservant is like a free woman, just as the nakedness of a male servant is like a free man. When she takes on an occupation and duties, her prohibitions are reduced in comparison to a free woman, as a concession to her in showing only what needs to be shown… As for the back and chest, it remains in the default position.",الأصل أن عورة الأمة كعورة الحرة كما أن عورة العبد كعورة الحر لكن لما كانت مظنة المهنة والخدمة وحرمتها تنقص عن حرمة الحرة رخص لها في إبداء ما تحتاج إلى إبدائه … فأما الظهر والصدر فباق على الأصل
5522,"Ahmad said: One must not gaze upon a woman unless it is to recognize her identity, even if he is conducting business with a woman in buying and trading.",قَالَ أَحْمَدُ لَا يَشْهَدُ عَلَى امْرَأَةٍ إلَّا أَنْ يَكُونَ قَدْ عَرَفَهَا بِعَيْنِهَا وَإِنْ عَامَلَ امْرَأَةً فِي بَيْعٍ أَوْ إجَارَةٍ
5523,The Hanbali scholars said the nakedness of a maidservant is like the nakedness of a free woman. It is not permissible to look at her except with what is permissible to see in regards to a free woman.,وَقَال الْحَنَابِلَةُ إِنَّ عَوْرَتَهَا كَعَوْرَةِ الْحُرَّةِ لاَ يَجُوزُ أَنْ يَنْظُرَ مِنْهَا إِلاَّ مَا يَجُوزُ النَّظَرُ إِلَيْهِ مِنَ الْحُرَّةِ
5524,Umar saw one of our maidservants wearing a veil and he flogged her. Umar said: Do not resemble free women.,قَالَ رَأَى عُمَرُ أَمَةً لَنَا مُتَقَنِّعَةً فَضَرَبَهَا وَقَالَ لَا تَشَبَّهِي بِالْحَرَائِرِ
5525,This was explicitly reported from Umar and it is not authentic. It contains nothing more than his condemnation of her for wearing attire to make others assume she was a free woman.,هذا نصُّه وليس بصحيح ولا فيه أكثر من إنكاره عليها أن تتزيَّا بزي يظن يها من أجله أنها حرة
5526,"Malik was asked: Do you dislike a servant-girl to go out bare-chested? Malik said: Yes, and I would punish her for that.",وَسُئِلَ مَالِكٌ أَتَكْرَهُ أَنْ تَخْرُجَ الْجَارِيَةُ الْمَمْلُوكَةُ مُتَجَرِّدَةً قَالَ نَعَمْ وَأَضْرِبُهَا عَلَى ذَلِكَ
5527,"Maidservants, in the time of the companions, used to walk in the streets with their heads uncovered and would serve men who had no ill intentions in their hearts. If a man were to let attractive Turkish maidservants walk among people in the likes of this time and place, as these maidservants had done, this would be a type of corruption.",وَقَدْ كَانَتْ الْإِمَاءُ عَلَى عَهْدِ الصَّحَابَةِ يَمْشِينَ فِي الطُّرُقَاتِ مُنْكْشِفَاتٍ الرُّءُوسَ وَيَخْدِمْنَ الرِّجَالَ مَعَ سَلَامَةِ الْقُلُوبِ فَلَوْ أَرَادَ الرَّجُلُ أَنْ يَتْرُكَ الْإِمَاءَ التُّرْكِيَّاتِ الْحِسَانَ يَمْشِينَ بَيْنَ النَّاسِ فِي مِثْلِ هَذِهِ الْبِلَادِ وَالْأَوْقَاتِ كَمَا كَانَ أُولَئِكَ الْإِمَاءُ يَمْشِينَ كَانَ هَذَا مِنْ بَابِ الْفَسَادِ
5528,"As for attractive Turkish maidservants, this cannot possibly be as it was in the time of the Messenger of Allah, peace and blessings be upon him. It is an obligation for them to cover their whole bodies from being looked at.",وأما الإماء التركيَّات الحِسَان الوجوه فهذا لا يمكن أبداً أن يَكُنَّ كالإماء في عهد الرسول عليه الصَّلاة والسَّلام ويجب عليها أن تستر كلَّ بدنها عن النَّظر
5529,"Worship Allah, associate nothing with Him, and be good to your parents.",وَاعْبُدُوا اللَّهَ وَلَا تُشْرِكُوا بِهِ شَيْئًا ۖ وَبِالْوَالِدَيْنِ إِحْسَانًا
5530,"Your Lord has decreed that you worship none but Him, and be good to your parents.",وَقَضَىٰ رَبُّكَ أَلَّا تَعْبُدُوا إِلَّا إِيَّاهُ وَبِالْوَالِدَيْنِ إِحْسَانًا
5531,"They are associating idols with Allah, disobedience to parents, killing a person, and false testimony.",الشِّرْكُ بِاللَّهِ وَعُقُوقُ الْوَالِدَيْنِ وَقَتْلُ النَّفْسِ وَقَوْلُ الزُّورِ
5532,"The pleasure of the Lord is in the pleasure of the parents, and the displeasure of the Lord is in the displeasure of the parents.",رِضَى الرَّبِّ فِي رِضَى الْوَالِدِ وَسَخَطُ الرَّبِّ فِي سَخَطِ الْوَالِدِ
5533,"There is no obedience to anyone if it is disobedience to Allah. Verily, obedience is only in good conduct.",لَا طَاعَةَ فِي مَعْصِيَةٍ إِنَّمَا الطَّاعَةُ فِي الْمَعْرُوفِ
5534,"We enjoined upon humanity to be good to his parents. His mother carried him in weakness upon weakness, and his weaning is in two years. Be grateful to Me and to your parents, for unto Me is the final destination. If they strive to make you associate with Me that for which you have no knowledge, do not obey them but still accompany in the world with good conduct.  ",وَوَصَّيْنَا الْإِنسَانَ بِوَالِدَيْهِ حَمَلَتْهُ أُمُّهُ وَهْنًا عَلَىٰ وَهْنٍ وَفِصَالُهُ فِي عَامَيْنِ أَنِ اشْكُرْ لِي وَلِوَالِدَيْكَ إِلَيَّ الْمَصِيرُ وَإِن جَاهَدَاكَ عَلَىٰ أَن تُشْرِكَ بِي مَا لَيْسَ لَكَ بِهِ عِلْمٌ فَلَا تُطِعْهُمَا ۖ وَصَاحِبْهُمَا فِي الدُّنْيَا مَعْرُوفًا
5535,"The human being must obey his parents in matters that are not sinful, even if they are both wicked. It is apparent verdict of Ahmad. This is in regards to what benefits them both and is not harmful. Even if it is difficult for him but does not harm him, it is an obligation; otherwise, it is not.",وَيَلْزَمُ الْإِنْسَانَ طَاعَةُ وَالِدِيهِ فِي غَيْرِ الْمَعْصِيَةِ وَإِنْ كَانَا فَاسِقَيْنِ وَهُوَ ظَاهِرُ إطْلَاقِ أَحْمَدَ وَهَذَا فِيمَا فِيهِ مَنْفَعَةٌ لَهُمَا وَلَا ضَرَرَ فَإِنْ شَقَّ عَلَيْهِ وَلَمْ يَضُرَّهُ وَجَبَ وَإِلَّا فَلَا
5536,"It is not an obligation upon children to obey both of their parents in every matter they command or prohibit, by agreement of the scholars.",فَلَا يَجِبُ عَلَى الْوَلَدِ طَاعَتُهُمَا فِي كُلِّ مَا يَأْمُرَانِ بِهِ وَلَا فِي كُلِّ مَا يَنْهَيَانِ عَنْهُ بِاتِّفَاقِ الْعُلَمَاءِ
5537,"As for disobedience, what is it? We say forbidden disobedience is every deed that causes harm to the parent.",وَأما أَن العقوق مَا هُوَ فَإنَّا قَائِلُونَ فِيهِ العقوق الْمحرم كل فعل يتَأَذَّى بِهِ الْوَالِد
5538,It is said that obedience to parents is obligatory in every matter that is not sinful and contradicting their commands in any of that is disobedience… This statement is absolute and what we have mentioned clarifies that the absolute is restricted. Allah knows best.,قيل طَاعَة الْوَالِدين وَاجِبَة فِي كل مَا لَيْسَ بِمَعْصِيَة وَمُخَالفَة أَمرهمَا فِي كل ذَلِك عقوق … فَإِن هَذَا كَلَام مُطلق وَفِيمَا ذكرته بَيَان لتقييد ذَلِك الْمُطلق وَالله أعلم
5539,"The criterion of disobedience is anything that harms both parents, whether small or great, whether they prohibit it or not, or it conflicts with their commands or prohibitions, on the condition that it is not sinful in any case. Al-Ghazali related the opinion of most scholars that it is an obligation to obey them and to agree with them in doubtful matters.",إِن ضَابِط العقوق إيذاؤهما بِأَيّ نوع كَانَ من أَنْوَاع الْأَذَى قل أَو كثر نهيا عَنهُ أَو لم ينهيا أَو يخالفهما فِيمَا يأمران أَو ينهيان بِشَرْط انْتِفَاء الْمعْصِيَة فِي الْكل وَحكى قَول الْغَزالِيّ أَن أَكثر الْعلمَاء على وجوب طاعتهما فِي الشُّبُهَات وَوَافَقَهُمَا عَلَيْهِ
5540,"Is your father like Umar, may Allah be pleased with him?",حَتَّى يَكُونَ أَبُوك مِثْلَ عُمَرَ رَضِيَ اللَّهُ عَنْهُ
5541,"If his father commands him to divorce his wife, it is not an obligation to do so as mentioned by most of our scholars.",فَإِنْ أَمَرَهُ أَبُوهُ بِطَلَاقِ امْرَأَتِهِ لَمْ يَجِبْ ذَكَرَهُ أَكْثَرُ الْأَصْحَابِ
5542,"If a woman is married, it is not obligatory for her to obey her father or mother in regards to separating from her husband, nor in visiting them, nor is anything like that permissible. Rather, obedience to the husband takes precedence over obedience to her parents, as long as he does not command her to disobey Allah… If the mother wants to separate her from her husband, then she is in the category of Harut and Marut. There is no obedience to her in that, even if she supplicates against her daughter.",إذَا تَزَوَّجَتْ لَمْ يَجِبْ عَلَيْهَا أَنْ تُطِيعَأَبَاهَا وَلَا أُمَّهَا فِي فِرَاقِ زَوْجِهَا وَلَا فِي زِيَارَتِهِمْ وَلَا يَجُوزُ فِي نَحْوِ ذَلِكَ بَلْ طَاعَةُ زَوْجِهَا عَلَيْهَا إذَا لَمْ يَأْمُرْهَا بِمَعْصِيَةِ اللَّهِ أَحَقُّ مِنْ طَاعَةِ أَبَوَيْهَا … وَإِذَا كَانَتْ الْأُمُّ تُرِيدُ التَّفْرِيقَ بَيْنَهَا وَبَيْنَ زَوْجِهَا فَهِيَ مِنْ جِنْسِ هَارُوتَ وَمَارُوتَ لَا طَاعَةَ لَهَا فِي ذَلِكَ وَلَوْ دَعَتْ عَلَيْهَا
5543,"It is not for either parent to require the child to marry someone they do not want, and if the child refuses they are not being disobedient. If it is not for anyone to require someone to eat what they detest, despite their ability to eat what they desire themselves, then marriage is likewise even more so.",لَيْسَ لِأَحَدِ الْأَبَوَيْنِ أَنْ يُلْزِمَ الْوَلَدَ بِنِكَاحِ مَنْ لَا يُرِيدُ وَأَنَّهُ إذَا امْتَنَعَ لَا يَكُونُ عَاقًّا وَإِذَا لَمْ يَكُنْ لِأَحَدِ أَنْ يُلْزِمَهُ بِأَكْلِ مَا يَنْفِرُ عَنْهُ مَعَ قُدْرَتِهِ عَلَى أَكْلِ مَا تَشْتَهِيهِ نَفْسُهُ كَانَ النِّكَاحُ كَذَلِكَ وَأَوْلَى
5544,"We ordained for them therein a life for a life, an eye for an eye, a nose for a nose, an ear for an ear, a tooth for a tooth, and for wounds is legal retribution. But whoever gives up his right as charity, it is an expiation for him. Whoever does not judge by what Allah has revealed, then it is those who are the wrongdoers.",وَكَتَبْنَا عَلَيْهِمْ فِيهَا أَنَّ النَّفْسَ بِالنَّفْسِ وَالْعَيْنَ بِالْعَيْنِ وَالْأَنفَ بِالْأَنفِ وَالْأُذُنَ بِالْأُذُنِ وَالسِّنَّ بِالسِّنِّ وَالْجُرُوحَ قِصَاصٌ ۚ فَمَن تَصَدَّقَ بِهِ فَهُوَ كَفَّارَةٌ لَّهُ ۚ وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَٰئِكَ هُمُ الظَّالِمُونَ
5545,"If someone takes a coin from you, then only take a coin from him. If someone takes something from you, then do not take anything but the equal of that thing.",إِنْ أَخَذَ مِنْكَ دِينَارًا فَلَا تَأْخُذْ مِنْهُ إِلَّا دِينَارًا وَإِنْ أَخَذَ مِنْكَ شَيْئًا فَلَا تَأْخُذْ مِنْهُ إِلَّا مِثْلَ ذَلِكَ الشَّيْءِ
5546,"Whoever transgresses against you, then transgress against him in like manner. And fear Allah and know that Allah is with those who fear Him.",فَمَنِ اعْتَدَىٰ عَلَيْكُمْ فَاعْتَدُوا عَلَيْهِ بِمِثْلِ مَا اعْتَدَىٰ عَلَيْكُمْ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّ اللَّهَ مَعَ الْمُتَّقِينَ
5547,"Whoever oppresses you, then you may take your rights from him according to the measure of his oppression. Whoever abuses you, then you may respond similar to his saying. Whoever takes from your honor, then you may take from his honor. But do not transgress against his parents or his sons or his relatives. It is not your right to lie against him if he has lied against you. Indeed, an act of sinful disobedience cannot be met with further disobedience.",فَمَنْ ظَلَمَكَ فَخُذْ حَقَّكَ مِنْهُ بِقَدْرِ مَظْلِمَتِكَ وَمَنْ شَتَمَكَ فَرُدَّ عَلَيْهِ مِثْلَ قَوْلِهِ وَمَنْ أَخَذَ عِرْضَكَ فَخُذْ عِرْضَهَ لَا تَتَعَدَّى إِلَى أَبَوَيْهِ وَلَا إِلَى ابْنِهِ أَوْ قَرِيبِهِ وَلَيْسَ لَكَ أَنْ تَكْذِبَ عَلَيْهِ وَإِنْ كَذَبَ عَلَيْكَ فَإِنَّ الْمَعْصِيَةَ لَا تُقَابَلُ بِالْمَعْصِيَةِ
5548,"Rather, it is not for you to lie against him even if he lies against you, for a sinful act of disobedience cannot be met with further disobedience.",لَكِنْ لَيْسَ لَك أَنْ تَكْذِبَ عَلَيْهِ وَإِنْ كَذَبَ عَلَيْك فَإِنَّ الْمَعْصِيَةَ لَا تُقَابَلُ بِالْمَعْصِيَةِ
5549,"Allah ordered justice even with the idolaters… He ordered them to obey Allah and to fear Him, informing them that the Almighty is with those who fear Him by supporting and strengthening them in this world and in the Hereafter.",أَمَرَ بِالْعَدْلِ حَتَّى فِي الْمُشْرِكِينَ … أمر لهم بطاعة الله وتقواه، وإخباره بِأَنَّهُ تَعَالَى مَعَ الَّذِينَ اتَّقَوْا بِالنَّصْرِ وَالتَّأْيِيدِ في الدنيا والآخرة
5550,Do not be treacherous to the one who betrays you.,وَلَا تَخُنْ مَنْ خَانَكَ
5551,"A woman was found killed in one of the battles of the Messenger of Allah, peace and blessings be upon him, so the Prophet condemned the killing of women and children.",وُجِدَتْ فِي بَعْضِ مَغَازِي رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مَقْتُولَةً فَأَنْكَرَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَتْلَ النِّسَاءِ وَالصِّبْيَانِ
5552,"For this reason, the scholars of the Sunnah would not excommunicate those who opposed them even if their opponents excommunicated them, as unbelief is a divine legal judgment and it is not for the human to punish with the likes of it. Such as one who lies against you or commits adultery with your relatives, it is not for you to lie against them or commit adultery with their relatives, as lies and adultery are forbidden by the right of Allah. Likewise, excommunication is the right of Allah and none may excommunicate anyone except those whom Allah and His Messenger have excommunicated.",فلهذا كان أهل العلم والسنة لا يكفّرون من خالفهم وإن كان ذلك المخالف يكفرهم لأن الكفر حكم شرعي فليس للإنسان أن يعاقب بمثله ‌كمن ‌كذب ‌عليك وزنى بأهلك ليس لك أن تكذب عليه وتزني بأهله لأن الكذب والزنا حرام لحق الله وكذلك التكفير حق لله فلا يكفر إلا من كفره الله ورسوله
5553,Do not lighten his sin.,لَا تُسَبِّخِي عَنْهُ
