,Arabic,English
66,الْتَمِسُوهَا فِي الْعَشْرِ الْأَوَاخِرِ يَعْنِي لَيْلَةَ الْقَدْرِ فَإِنْ ضَعُفَ أَحَدُكُمْ أَوْ عَجَزَ فَلَا يُغْلَبَنَّ عَلَى السَّبْعِ الْبَوَاقِي,"Look for the Night of Decree in the last ten nights of Ramadan. If one of you is weak or unable, then do not be overcome by the remaining seven nights."
67,مَا مِنْ مُسْلِمٍ يَتَوَضَّأُ فَيُحْسِنُ وُضُوءَهُ ثُمَّ يَقُومُ فَيُصَلِّي رَكْعَتَيْنِ مُقْبِلٌ عَلَيْهِمَا بِقَلْبِهِ وَوَجْهِهِ إِلَّا وَجَبَتْ لَهُ الْجَنَّةُ,"No Muslim performs ablution well and then prays two cycles with his heart and direction focused, except that Paradise will be necessary for him."
68,وَأَمَّا الحضور فَقَدْ يَكُون حاضرا بالحق لأنه إِذَا غاب عَنِ الخلق حضر بالحق … وَذَلِكَ لاستيلاء ذكر الحق عَلَى قلبه فَهُوَ حاضر بقلبه بَيْنَ يدي ربه تَعَالَى فعلى حسب غيبته عَنِ الخلق يَكُون حضوره بالحق,"As for ‘presence,’ it is that one is ‘present’ with the Truth, as being absent from the creation is being ‘present’ with the Truth… That is due to one’s heart being occupied by the remembrance of the Truth, such that one is present before his Almighty Lord. To the extent one is absent from the creation, one is present with the Truth."
69,إِنَّ اللَّهَ جَلَّ وَعَلا يَقُولُ أَنَا عِنْدَ ظَنِّ عَبْدِي بِي إِنْ ظَنَّ خَيْرًا فَلَهُ وَإِنْ ظَنَّ شَرًّا فَلَهُ,"Allah Almighty says: I am as My servants expect of Me. If he thinks good of Me, he will have it. If he thinks evil of Me, he will have it."
70,إِنَّ لِلشَّيْطَانِ لَمَّةً بِابْنِ آدَمَ وَلِلْمَلَكِ لَمَّةً فَأَمَّا لَمَّةُ الشَّيْطَانِ فَإِيعَادٌ بِالشَّرِّ وَتَكْذِيبٌ بِالحَقِّ وَأَمَّا لَمَّةُ الْمَلَكِ فَإِيعَادٌ بِالخَيْرِ وَتَصْدِيقٌ بِالحَقِّ فَمَنْ وَجَدَ ذَلِكَ فَلْيَعْلَمْ أَنَّهُ مِنَ اللهِ فَلْيَحْمَدِ اللَّهَ وَمَنْ وَجَدَ الأُخْرَى فَلْيَتَعَوَّذْ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ,"Verily, Satan has influence with the son of Adam and the angel has influence. As for the influence of Satan, he promises evil and denies the truth. As for the influence of the angel, he promises goodness and affirms the truth. Whoever finds this goodness, let him know that it is from Allah and let him praise Allah. Whoever finds something else, let him seek refuge in Allah from the accursed Satan."
71,علم المكاشفة وهو علم الباطن وذلك غاية العلوم فقد قال بعض العارفين من لم يكن له نصيب من هذا العلم أخاف عليه سوء الخاتمة … ومعرفة القلب وكيفية تصادم جنود الملائكة والشياطين فيه ومعرفة الفرق بين لمة الملك ولمة الشيطان,"The knowledge of unveiling is the internal science, which is the culmination of all sciences. Some of the gnostics said: I fear an evil ending for one who has no share of this knowledge… It is the realization of the heart and the modality by which the legions of angels and devils clash within it, and the realization of the difference between the troop of angels and the troop of devils."
72,وَقَدْ وَجَدْتُمُوهُ,You have indeed found it so?
73,ذَاكَ صَرِيحُ الْإِيمَانِ,That is pure faith.
74,ذَاكَ شَيْطَانٌ يُقَالُ لَهُ خَنْزَبٌ فَإِذَا أَحْسَسْتَهُ فَتَعَوَّذْ بِاللهِ مِنْهُ وَاتْفُلْ عَلَى يَسَارِكَ ثَلَاثًا,"Such is Satan, who is called rotten. When you sense him, then seek refuge in Allah from him and puff to your left three times."
75,فَفَعَلْتُ ذَلِكَ فَأَذْهَبَهُ اللهُ عَنِّي,I did so and Allah took him away from me.
76,هَذَا يَطُولُ عَلَيْكَ وَلَكِنِ اسْتَغِثْ بِصَاحِبِ الْغَنَمِ يَكُفُّهُ عَنْكَ,"This would take too long. Rather, seek help from the owner of the sheep and He will suffice you."
77,لَيْلَةٌ طَلْقَةٌ لا حَارَّةٌ وَلا بَارِدَةٌ تُصْبِحُ الشَّمْسُ يَوْمَهَا حَمْرَاءَ ضَعِيفَةً,"It is a calm night, neither hot nor cold, and the sun rises upon its day red and faint."
78,قُولِي اللَّهُمَّ إِنَّكَ عُفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي,"Say: O Allah, You are pardoning. You love to forgive, so forgive me."
79,كَانَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَعْتَكِفُ الْعَشْرَ الْأَوَاخِرَ مِنْ رَمَضَانَ,"The Messenger of Allah, peace and blessings be upon him, would retreat to the mosque in the last ten nights of Ramadan."
80,كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِذَا دَخَلَ الْعَشْرُ شَدَّ مِئْزَرَهُ وَأَحْيَا لَيْلَهُ وَأَيْقَظَ أَهْلَهُ,"When the last ten days of Ramadan arrived, the Prophet, peace and blessings be upon him, would tighten his belt, spend the night in worship, and awaken his family."
81,كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَجْتَهِدُ فِي الْعَشْرِ الْأَوَاخِرِ مَا لَا يَجْتَهِدُ فِي غَيْرِهِ,"The Prophet, peace and blessings be upon him, would exert himself in worship during the last ten nights of Ramadan more so than any other time."
82,فَرَضَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ زَكَاةَ الْفِطْرِ صَاعًا مِنْ تَمْرٍ أَوْ صَاعًا مِنْ شَعِيرٍ عَلَى الْعَبْدِ وَالْحُرِّ وَالذَّكَرِ وَالْأُنْثَى وَالصَّغِيرِ وَالْكَبِيرِ مِنْ الْمُسْلِمِينَ وَأَمَرَ بِهَا أَنْ تُؤَدَّى قَبْلَ خُرُوجِ النَّاسِ إِلَى الصَّلَاةِ,"The Messenger of Allah, peace and blessings be upon him, made it an obligation to pay charity at the end of Ramadan, a portion of dates or barely, upon the slave and the freeman, the male and female, the young and the old among the Muslims. The Prophet ordered it to be given before people go out for the Eid prayer."
83,فَرَضَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ زَكَاةَ الْفِطْرِ طُهْرَةً لِلصَّائِمِ مِنْ اللَّغْوِ وَالرَّفَثِ وَطُعْمَةً لِلْمَسَاكِينِ مَنْ أَدَّاهَا قَبْلَ الصَّلَاةِ فَهِيَ زَكَاةٌ مَقْبُولَةٌ وَمَنْ أَدَّاهَا بَعْدَ الصَّلَاةِ فَهِيَ صَدَقَةٌ مِنْ الصَّدَقَاتِ,"The Messenger of Allah, peace and blessings be upon him, obligated charity at the end of Ramadan as purification of the fasting person from vain talk and misbehavior, as food for the poor. Whoever pays it before the Eid prayer, it is accepted as Zakat. Whoever pays it after the Eid prayer, it is part of voluntary charity."
84,إذا هاش عليك كلب الغنم فلا تشتغل بمحاربته ومدافعته وعليك بالراعي فاستغث به فهو يصرف عنك الكلب ويكفيكه,"If the shepherd’s dog troubles you, do not busy yourself warring and defending against it. You must appeal to the shepherd, who will direct the dog away from you and suffice you."
85,وَاعْلَمْ أَنَّ وُرُودَ الْخَاطِرِ لَا يَضُرُّ وَإِنَّمَا يَضُرُّ اسْتِدْعَاؤُهُ وَمُحَادَثَتُهُ فَالْخَاطِرُ كَالْمَارِّ عَلَى الطَّرِيقِ فَإِنْ تَرَكْتَهُ مَرَّ وَانْصَرَفَ عَنْكَ,"Know that passing thoughts are not harmful. Indeed, they are only harmful if they are sought after and engaged. For a thought is like a passerby on the road; if you ignore him, he will depart from you."
86,وَمَنْ كَانَ يُؤْمِنُ بِاللهِ وَالْيَوْمِ الْآخِرِ فَلْيَقُلْ خَيْرًا أَوْ لِيَصْمُتْ,"Whoever believes in Allah and the Last Day, let him speak goodness or remain silent."
87,إِنَّ أَهْلَ الْعَقْلِ لَمْ يَزَالُوا يَعُودُونَ بِالذِّكْرِ عَلَى الْفِكْرِ وَبِالْفِكْرِ عَلَى الذِّكْرِ حَتَّى اسْتَيْقَظَتْ قُلُوبُهُمْ فَنَطَقَتْ بِالْحِكْمَةِ,"Verily, the people of understanding continue to alternate from remembrance to reflection, and reflection to remembrance, until their hearts awaken and speak with wisdom."
88,حُرمت قيام الليل خمسة أشهر بذنب أذنبته,I was deprived of the night prayer for five months because of a sin I committed.
89,رأيت رجلاً بكى فقلت في نفسي هذا مراء,"I saw a man weeping, and I said to myself: This one is showing off."
90,اعلم أن سوء الظنّ حرام مثل القول فكما يحرم أن تحدّث غيرك بمساوئ إنسان يحرم أن تحدّث نفسك بذلك وتسئ الظنّ به … فأما الخواطر وحديث النفس إذا لم يستقرَّ ويستمرّ عليه صاحبُه فمعفوٌ عنه باتفاق العلماء لأنه لا اختيارَ له في وقوعه ولا طريقَ له إلى الانفكاك عنه,"Know that bad assumptions are forbidden the same as words, for just as it is forbidden to speak about another person in an evil manner, it is forbidden to speak to yourself with that and to cultivate bad assumptions… As for initial thoughts and suggestions of the ego, if they are not settled or elongated by their owner, they are forgiven by the consensus of the scholars, as he had no choice in their occurrence and no way to detach himself from them."
91,جِئْتَ تَسْأَلُ عَنْ الْبِرِّ وَالْإِثْمِ,Have you come to ask about righteousness and sin? 
92,اسْتَفْتِ نَفْسَكَ اسْتَفْتِ قَلْبَكَ يَا وَابِصَةُ ثَلَاثًا الْبِرُّ مَا اطْمَأَنَّتْ إِلَيْهِ النَّفْسُ وَاطْمَأَنَّ إِلَيْهِ الْقَلْبُ وَالْإِثْمُ مَا حَاكَ فِي النَّفْسِ وَتَرَدَّدَ فِي الصَّدْرِ وَإِنْ أَفْتَاكَ النَّاسُ وَأَفْتَوْكَ,"Consult your soul, consult your heart, O Wabisah. Righteousness is what reassures your soul and your heart, and sin is what wavers in your soul and puts tension in your chest, even if people approve it in their judgments again and again."
93,إِذَا أَرَادَ اللَّهُ بِعَبْدٍ خَيْرًا جَعَلَ لَهُ وَاعِظًا مِنْ قَلْبِهِ يَأْمُرُهُ وَيَنْهَاهُ,"If Allah wills good for a servant, He appoints a preacher from his heart to command and prohibit him."
94,احْرِصْ عَلَى مَا يَنْفَعُكَ وَاسْتَعِنْ بِاللَّهِ وَلَا تَعْجَزْ وَإِنْ أَصَابَكَ شَيْءٌ فَلَا تَقُلْ لَوْ أَنِّي فَعَلْتُ كَانَ كَذَا وَكَذَا وَلَكِنْ قُلْ قَدَرُ اللَّهِ وَمَا شَاءَ فَعَلَ فَإِنَّ لَوْ تَفْتَحُ عَمَلَ الشَّيْطَانِ,"Be eager for what benefits you, seek help from Allah, and do not be frustrated. If something befalls you, then do not say: If only I had done something else! Rather say: Allah has decreed what He wills. Verily, the phrase ‘if only’ opens the way for the work of Satan."
95,مَنْ صَامَ رَمَضَانَ ثُمَّ أَتْبَعَهُ سِتًّا مِنْ شَوَّالٍ كَانَ كَصِيَامِ الدَّهْرِ,"Whoever fasts the month of Ramadan and then follows it with six days of fasting in the month of Shawwal, it will be as if he fasted for the entire year."
96,صِيَامُ رَمَضَانَ بِعَشَرَةِ أَشْهُرٍ وَصِيَامُ السِّتَّةِ أَيَّامٍ بِشَهْرَيْنِ فَذَلِكَ صِيَامُ السَّنَةِ,"Fasting the month of Ramadan is like ten months of fasting and fasting six days of Shawwal is like two months of fasting. Thus, they are like fasting for a year."
