arabic,gpt_english
 اللهُـمِّ إِنَّ فُلانَ بْنَ فُلانٍ في ذِمَّـتِك ،  وَحَبْـلِ جِـوارِك ،  فَقِـهِ مِنْ فِتْـنَةِ الْقَـبْرِ وَعَذابِ النّـار ،  وَأَنْتَ أَهْلُ الْوَفـاءِ وَالْـحَقِّ ،  فَاغْفِـرْ لَهُ وَارْحَمْـهُ ،  إِنَّكَ أَنْتَ الغَـفورُ الـرَّحيم,"O Allah, surely [name the person] is under Your protection, and in the rope of Your security, so save him from the trial of the grave and from the punishment of the Fire. You fulfill promises and grant rights, so forgive him and have mercy on him. Surely You are Most Forgiving, Most Merciful."
 اللهُـمِّ عَبْـدُكَ وَابْنُ أَمَـتِك، احْتـاجَ إِلى رَحْمَـتِك، وَأَنْتَ غَنِـيٌّ عَنْ عَذابِـه، إِنْ كانَ مُحْـسِناً فَزِدْ في حَسَـناتِه، وَإِنْ كانَ مُسـيئاً فَتَـجاوَزْ عَنْـه,"O Allah, Your male slave and the child of Your female slave is in need of Your mercy, and You are not in need of his torment. If he was pious then increase his rewards and if he was a transgressor then pardon him."
" ""اللهم أعذه من عذاب القبر "" وإن قال:  ""اللهم اجعله فرطاً وذخراً لوالديه ، وشفيعاً مجاباً . اللهم ثقل به موازينها  وأعظم به أجورهما ،  وألحقهُ بصالح المؤمنين ،  واجعلهُ في كفالة إبراهيم ،  وقه برحمتك عذاب الجحيم ،  وأبدله داراً خيراً من داره ،  وأهلاً خيراً من أهله ،  اللهم اغفر لاسلافنا ، وأفراطنا ،  ومن سبقنا بالإيمان ""  فحسن","O Allah, protect him from the torment of the grave. O Allah, make him a precursor, a forerunner and a treasure for his parents and an answered intercessor. O Allah, make him weigh heavily in their scales (of good) and magnify their reward. Make him join the righteous of the believers. Place him in the care of Ibrahim. Save him by Your mercy from the torment of Hell. Give him a home better than his home, and a family better than his family. O Allah, forgive those who have gone (i.e. passed away) before us, our children lost (by death), and those who have preceded us in Faith."
 اللهُـمِّ اجْعَلْـهُ لَنا فَرَطـاً، وَسَلَـفاً وَأَجْـراً,"O Allah, make him for us a precursor, a forerunner and a cause of reward."
" ""إن لله ما أخذ وله ما أعطى . وكل شيء عنده بأجل مُسمى ... فلتصبر ولتحتسب ""  وإن قال : ""أعظم الله أجرك ، وأحسن عزاءك  وغفر لميتك""  فحسن","Surely, Allah takes what is His, and what He gives is His, and to all things He has appointed a time... so have patience and be rewarded. May Allah magnify your reward, and make perfect your bereavement, and forgive your departed."
 بِسْـمِ اللهِ  وَعَلـى سُـنَّةِ رَسـولِ الله,"With the Name of Allah, and according to the Sunnah of the Messenger of Allah."
 اللَّهُمَّ اغْفِرْ لَهُ اللَّهُمَّ ثَبِّتْهُ,"O Allah, forgive him. O Allah, strengthen him. The Prophet (peace be upon him) used to stop after burying the dead and say to the people: ""Ask Allah to forgive your brother and pray for him to be strengthened, for indeed he is now being questioned."""
 السَّلامُ عَلَـيْكُمْ أَهْلَ الدِّيارِ مِنَ المؤْمِنيـنَ وَالْمُسْلِمين،  وَإِنّا إِنْ شاءَ اللهُ بِكُـمْ لاحِقـون،  نَسْـاَلُ اللهَ لنـا وَلَكُـمْ العـافِيَة,"Peace be upon you, people of this abode, from among the believers and those who are Muslims,  and we, by the Will of Allah, shall be joining you.  I ask Allah to grant us and you well-being."
 اللّهُـمَّ إِنَّـي أَسْـأَلُـكَ خَيْـرَها،  وَأَعـوذُ بِكَ مِنْ شَـرِّها,"O Allah, I ask You for the good of it, and seek refuge in You against its evil."
 اللّهُـمَّ إِنَّـي أَسْـأَلُـكَ خَيْـرَها، وَخَيْـرَ ما فيهـا، وَخَيْـرَ ما اُرْسِلَـتْ بِه، وَأَعـوذُ بِكَ مِنْ شَـرِّها، وَشَـرِّ ما فيهـا، وَشَـرِّ ما اُرْسِلَـتْ بِه,"O Allah, I ask You for the good of it, for the good of what it contains, and for the good of what is sent with it. I seek refuge in You from the evil of it, from the evil of what it contains, and from the evil that is sent with it."
 سُبْـحانَ الّذي يُسَبِّـحُ الـرَّعْدُ بِحَمْـدِهِ، وَالملائِكـةُ مِنْ خيـفَته,Glory is to Him Whom thunder and angels glorify due to fear of Him.
 اللّهُمَّ اسْقِـنا غَيْـثاً مُغيـثاً مَريئاً مُريـعاً، نافِعـاً غَيْـرَ ضار، عاجِـلاً غَـيْرَ آجِل,"O Allah, shower upon us abundant rain, beneficial not harmful, swiftly and not delayed."
 اللّهُمَّ أغِثْنـا،  اللّهُمَّ أغِثْنـا،  اللّهُمَّ أغِثْنـا,"O Allah, send us rain. O Allah, send us rain. O Allah, send us rain."
 اللّهُمَّ اسْقِ عِبادَكَ وَبَهـائِمَك،  وَانْشُـرْ رَحْمَـتَكَ  وَأَحْيِي بَلَـدَكَ المَيِّـت,"O Allah, give water to Your slaves, and Your livestock,  and spread Your mercy,  and revive Your dead land."
 اللّهُمَّ صَيِّـباً نافِـعاً,"O Allah, beneficial rain clouds."
 مُطِـرْنا بِفَضْـلِ اللهِ وَرَحْمَـتِه,We have been given rain by the grace and mercy of Allah.
 اللّهُمَّ حَوالَيْنا وَلا عَلَيْـنا، اللّهُمَّ عَلى الآكـامِ وَالظِّـراب،  وَبُطـونِ الأوْدِية، وَمَنـابِتِ الشَّجـر,"O Allah, let the rain fall around us and not upon us, O Allah, (let it fall) on the pastures, hills, valleys, and the roots of trees."
 اللهُ أَكْـبَر، اللّهُمَّ أَهِلَّـهُ عَلَيْـنا بِالأمْـنِ وَالإيمـان، والسَّلامَـةِ والإسْلام، وَالتَّـوْفيـقِ لِما تُحِـبُّ رَبَّنـا وَتَـرْضـى،  رَبُّنـا وَرَبُّكَ الله,"Allah is the Most Great. O Allah, bring us the new moon with security and Faith, with peace and in Islam, and in harmony with what our Lord loves and what pleases Him. Our Lord and your Lord is Allah."
 ذَهَـبَ الظَّمَـأُ، وَابْتَلَّـتِ العُـروق، وَثَبَـتَ الأجْـرُ إِنْ شـاءَ الله,"The thirst is gone, the veins are moistened, and the reward is confirmed, if Allah wills."
 اللّهُـمَّ إِنَّـي أَسْـأَلُـكَ بِرَحْمَـتِكَ الّتي وَسِـعَت كُلَّ شيء،  أَنْ تَغْـفِرَ لي,"O Allah, I ask You by Your mercy, which encompasses all things, that You forgive me."
 إِذَا أَكَلَ أَحَدُكُمْ طَعَاماً فَلْيَقُلْ  بِسْمِ اللَّهِ، فَإِنْ نَسِيَ فِي أَوَّلِهِ فَلْيَقُلْ  بسمِ اللَّهِ فِي أَوَّلِهِ وَآخِرِهِ,"When anyone of you begins eating, say: With the Name of Allah. And if you forget then, when you remember, say: With the Name of Allah, in the beginning, and in the end."
" مَنْ أَطْعَمَهُ اللَّهُ الطَّعَامَ فَلْيَقُلْ: ""اللَّهُمَّ بَارِكْ لَنَا فِيهِ وَأَطْعِمْنَا خَيْراً مِنْهُ""، وَمَنْ سَقَاهُ اللَّهُ لَبَناً فَلْيَقُلْ ""اللَّهُمَّ بَارِكْ لَنَا فِيهِ وَزِدْنَا مِنْهُ""","Whomever Allah has given food, should say: O Allah, bless us in it and provide us with better than it. Whomever Allah has given milk to drink, should say: O Allah, bless us in it and give us more of it."
 الْحَمْـدُ للهِ الَّذي أَطْعَمَنـي هـذا وَرَزَقَنـيهِ مِنْ غَـيْرِ حَوْلٍ مِنِّي وَلا قُوَّة,"Praise is to Allah Who has given me this food, and sustained me with it though I was unable to do it and powerless."
 الْحَمْـدُ للهِ حَمْـداً كَثـيراً طَيِّـباً مُبـارَكاً فيه، غَيْرَ مَكْفِيٍّ وَلا مُوَدَّعٍ وَلا مُسْتَغْـنىً عَنْـهُ رَبَّـنا,"All praise is to Allah, praise in abundance, good and blessed. It cannot [be compensated for, nor can it] be left, nor can it be done without, our Lord."
 اللّهُـمَّ بارِكْ لَهُمْ فيما رَزَقْـتَهُم،  وَاغْفِـرْ لَهُـمْ وَارْحَمْهُمْ,"O Allah, bless them in what You have provided for them, and forgive them and have mercy on them."
 اللّهُـمَّ أَطْعِمْ مَن أَطْعَمَني،  وَاسْقِ مَن سقاني,"O Allah, feed the one who has fed me, and give drink to the one who has given me drink."
 أَفْطَـرَ عِنْدَكُم الصّـائِمونَ وَأَكَلَ طَعامَـكُمُ الأبْـرار، وَصَلَّـتْ عَلَـيْكُمُ الملائِكَـة,"With you, those who are fasting have broken their fast, you have fed those who are righteous, and the angels recite their prayers upon you."
 (إِذَا دُعِيَ أَحَدُكُمْ فَلْيُجِبْ، فَإِنْ كَانَ صَائِماً فَلْيُصَلِّ، وَإِنْ كَانَ مُفْطِراً فَلْيَطْعَمْ) ، وَمَعْنَى فَلْيُصَلِّ أَيْ فَلْيَدْعُ.,"When you are invited then reply to the invitation. If you are fasting then invoke Allah's blessings on your host, and if you are not fasting then eat."
 إِنِّي صَائِمٌ،  إِنِّي صَائِمٌ,I am fasting. I I am fasting.
 اللّهُـمَّ بارِكْ لَنا في ثَمَـرِنا، وَبارِكْ لَنا في مَدينَتِنـا، وَبارِكْ لَنا في صاعِنـا، وَبارِكْ لَنا في مُدِّنا,"O Allah, bless us in our dates and bless us in our town, bless us in our Sa' and in our Mudd."
 إِذَا عَطَسَ أَحَدُكُم فَلْيَقُلِ (الْحَمْدُ لِلَّهِ)، وَلْيَقُلْ لَهُ أَخُوهُ أَوْ صَاحِبُهُ: (يَرْحَمُكَ اللَّهُ)، فَإِذَا قَالَ لَهُ: (يَرحَمُكَ اللَّهُ)، فَلْيَقُلْ: (يَهْدِيكُمُ اللَّهُ وَيُصْلِحُ بَالَكُمْ),"When you sneeze, then say: All praises and thanks are to Allah. Your companion should say: May Allah have mercy upon you. When someone says May Allah have mercy upon you, then you should say: May Allah guide you and set your affairs in order."
 يَهْـديكُـمُ اللهُ وَيُصْـلِحُ بالَـكُم,May Allah guide you and set your affairs in order.
 بارَكَ اللّهُ لَك،  وَبارَكَ عَلَـيْك،  وَجَمَعَ بَيْـنَكُما في خَـيْر,"May Allah bless you, and shower His blessings upon you, and join you together in goodness."
 إِذَا تَزَوَّجَ أَحَدُكُمُ امْرَأَةً، أَوْ إِذَا اشْتَرَى خَادِماً فَلْيَقُلْ:  (اللَّهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا،  وَخَيْرَ مَا جَبَلْتَهَا عَلَيْهِ،  وَأَعُوذُ بِكَ مِنْ شَرِّهَا،  وَشَرِّ مَا جَبَلْتَهَا عَلَيْهِ)،  وَإِذَا اشْتَرَى بَعِيراً فَلْيَأْخُذْ بِذِرْوَةِ سَنَامِهِ وَلْيَقُلْ مِثْلَ ذَلِكَ.,"When any of you marries a woman or purchases a maid-servant then let him say:  O Allah, I ask You for the goodness of her, and the goodness upon which You have created her, and I seek refuge in You from the evil of her,  and from the evil upon which You have created her.  If you purchase a camel then take hold of the top of its hump and say the same."
 بِسْمِ الله  اللّهُـمَّ جَنِّبْنا الشَّيْـطانَ،  وَجَنِّبِ الشَّـيْطانَ ما رَزَقْـتَنا,"With the Name of Allah. O Allah, keep the Devil away from us, and keep the Devil away from that which You provide for us."
 أَعـوذُ بِاللهِ مِنَ الشَّيْـطانِ الرَّجيـم,I seek refuge in Allah from Satan the outcast.
 الْحَمْـدُ للهِ الّذي عافاني مِمّا ابْتَـلاكَ بِهِ، وَفَضَّلَـني عَلى كَثيـرٍ مِمَّنْ خَلَـقَ تَفْضـيلا,"Praise is to Allah Who has spared me what He has afflicted you with, and preferred me greatly above much of what He has created."
" عن ابن عمر قال : كان يعد لرسول الله صلى الله عليه وسلم في المجلس الواحد مائة مرة من قبل أن يقوم  ""رب اغفر لي  وتب علي  إنك أنت التواب الغفور""","Ibn Umar said: Allah's Messenger used to repeat in a single sitting: My Lord, forgive me, and accept my repentance, You are the Ever-Relenting, the All-Forgiving."
 سُبْحـانَكَ اللّهُـمَّ وَبِحَمدِك،  أَشْهَـدُ أَنْ لا إِلهَ إِلاّ أَنْتَ  أَسْتَغْفِرُكَ وَأَتوبُ إِلَـيْك,"Glory is to You, O Allah, and praise is to You. I bear witness that there is none worthy of worship but You. I seek Your forgiveness and repent to You."
 وَلَكَ,And you.
 جَزاكَ اللهُ خَـيْراً,May Allah reward you with good.
 .(مَنْ حَفِظَ عَشْرَ آيَاتٍ مِنْ أَوَّلِ سُورَةِ الْكَهْفِ عُصِمَ مِنَ الدَّجَّالِ) ، وَالْاسْتِعَاذَةُ بِاللَّهِ مِنْ فِتْنَتِهِ عَقِبَ التَّشَهُّدِ الْأَخِيرِ مِنْ كُلِّ صَلاَةٍ.,"Whoever memorizes ten Verses from the beginning of Surat Al-Kahf, will be protected from the False Messiah if he recites in every prayer after the final Tashahhud before ending the prayer, seeking the protection of Allah from the trials of the False Messiah."
 أَحَبَّـكَ الّذي أَحْبَبْـتَني لَه,"May He for Whose sake you love me, love you."
 بارَكَ اللهُ لَكَ في أَهْلِكَ وَمالِك,May Allah bless you in your family and your property.
 بارَكَ اللهُ لَكَ في أَهْلِكَ وَمالِك،  إِنَّما جَـزاءُ السَّلَفِ الْحَمْدُ والأَداء,"May Allah bless you in your family and your wealth, surely the reward for a loan is praise and returning (what was borrowed)."
 اللّهُـمَّ إِنّـي أَعـوذُبِكَ أَنْ أُشْـرِكَ بِكَ وَأَنا أَعْـلَمْ،  وَأَسْتَـغْفِرُكَ لِما لا أَعْـلَم,"O Allah, I seek refuge in You lest I associate anything with You knowingly, and I seek Your forgiveness for what I know not."
 وَفيكَ بارَكَ الله,And may Allah bless you.
 اللّهُـمَّ لا طَيْـرَ إِلاّ طَيْـرُك،  وَلا خَـيْرَ إِلاّ خَـيْرُك،  وَلا إِلهَ غَيْـرُك,"O Allah there is no portent other than Your portent, no goodness other than Your goodness, and none worthy of worship other than You."
 بِسْـمِ اللهِ وَالْحَمْـدُ لله، ﴿سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِينَ * وَإِنَّا إِلَى رَبِّنَا لَمُنقَلِبُونَ﴾ الحَمْـدُ لله، الحَمْـدُ لله، الحَمْـدُ لله، اللهُ أكْـبَر، اللهُ أكْـبَر، اللهُ أكْـبَر،  سُـبْحانَكَ اللّهُـمَّ إِنّي ظَلَـمْتُ نَفْسي فَاغْـفِرْ لي، فَإِنَّهُ لا يَغْفِـرُ الذُّنوبَ إِلاّ أَنْـت,"With the Name of Allah. Praise is to Allah. Glory is to Him Who has provided this for us though we could never have had it by our efforts. Surely, unto our Lord, we are returning. Praise is to Allah. Praise is to Allah. Praise is to Allah. Allah is the Most Great. Allah is the Most Great. Allah is the Most Great. Glory is to You. O Allah, I have wronged my own soul. Forgive me, for surely none forgives sins but You."
" ""اللَّهُ أَكْبَرُ، اللَّهُ أَكْبَرُ، اللَّهُ أَكْبَرُ، ﴿سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِينَ * وَإِنَّا إِلَى رَبِّنَا لَمُنقَلِبُونَ﴾ اللَّهُمَّ إِنّا نَسْأَلُكَ فِي سَفَرِنَا هَذَا البِرَّ وَالتَّقْوَى، وَمِنَ الْعَمَلِ مَا تَرْضَى، اللَّهُمَّ هَوِّنْ عَلَيْنَا سَفَرَنَا هَذَا وَاطْوِ عَنَّا بُعْدَهُ، اللَّهُمَّ أَنْتَ الصَّاحِبُ فِي السَّفَرِ، وَالْخَليفَةُ فِي الْأَهْلِ، اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ وَعْثَاءِ السَّفَرِ، وَكَآبَةِ الْمَنْظَرِ، وَسُوءِ الْمُنْقَلَبِ فِي الْمَالِ وَالْأَهْلِ""، وإذا رَجَعَ قَالَهُنَّ وَزَادَ فِيهِنَّ: ""آيِبُونَ، تائِبُونَ، عَابِدُونَ، لِرَبِّنَا حَامِدُونَ"".","Allah is the Most Great. Allah is the Most Great. Allah is the Most Great. Glory is to Him Who has provided this for us though we could never have had it by our efforts. Surely, unto our Lord we are returning. O Allah, we ask You on this our journey for goodness and piety, and for works that are pleasing to You. O Allah, lighten this journey for us and make its distance easy for us. O Allah, You are our Companion on the road and the One in Whose care we leave our family. O Allah, I seek refuge in You from this journey's hardships, and from the wicked sights in store and from finding our family and property in misfortune upon returning. We return repentant to our Lord, worshipping our Lord, and praising our Lord."
 أللّـهُمَّ رَبَّ السَّـمواتِ السّـبْعِ وَما أَظْلَلَـن، وَرَبَّ الأَراضيـنَ السّـبْعِ وَما أقْلَلْـن، وَرَبَّ الشَّيـاطينِ وَما أَضْلَلْـن، وَرَبَّ الرِّياحِ وَما ذَرَيْـن، أَسْـأَلُـكَ خَيْـرَ هذهِ الْقَـرْيَةِ وَخَيْـرَ أَهْلِـها، وَخَيْـرَ ما فيها، وَأَعـوذُ بِكَ مِنْ شَـرِّها وَشَـرِّ أَهْلِـها، وَشَـرِّ ما فيها,"O Allah, Lord of the seven heavens and all they overshadow, Lord of the seven worlds and all they uphold, Lord of the devils and all they lead astray, Lord of the winds and all they scatter. I ask You for the goodness of this town, and for the goodness of its people, and for the goodness it contains. I seek refuge in You from its evil, from the evil of its people, and from the evil it contains."
 لا إلهَ إلاّ اللّه وحدَهُ لا شريكَ لهُ، لهُ المُلْـكُ ولهُ الحَمْـد،  يُحْيـي وَيُميـتُ وَهُوَ حَيٌّ لا يَمـوت، بِيَـدِهِ الْخَـيْرُ وَهوَ على كلّ شيءٍ قدير,"None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise. He brings life and He causes death, and He is living and does not die. In His Hand is all good, and He is Able to do all things."
 بِسْـمِ اللهِ,With the Name of Allah.
 أَسْتَـوْدِعُكُـمُ اللَّهَ الَّذي لا تَضـيعُ وَدائِعُـه,"I place you in the trust of Allah, whose trust is never misplaced."
 أَسْتَـوْدِعُ اللَّهَ ديـنَكَ وَأَمانَتَـكَ،  وَخَـواتيـمَ عَمَـلِك,"I leave your religion in the care of Allah, as well as your safety, and the last of your deeds."
 زَوَّدَكَ اللَّهُ التقْوى،  وَغَفَـرَذَنْـبَكَ،  وَيَسَّـرَ لَكَ الخَـيْرَ حَيْـثُما كُنْـت,"May Allah give you piety as your provision, forgive your sins, and make goodness easy for you wherever you are."
 قَالَ جَابِرٌ رضي الله عنه:  (كُنَّا إِذَا صَعَدْنَا كَبَّرْنَا،  وَإِذَا نَزَلْنَا سَبَّحْنَا),Whenever we went up a hill we would say Allah is the Most Great and when we descended we would say Glory is to Allah.
 سَمِـعَ سـامِعٌ بِحَمْـدِ اللهِ وَحُسْـنِ بَلائِـهِ عَلَيْـنا. رَبَّنـا صـاحِبْـنا وَأَفْـضِل عَلَيْـنا  عائِذاً باللهِ مِنَ النّـار,"He Who listens has heard that we praise Allah for the good things He gives us. Our Lord, be with us and bestow Your favor upon us. I seek the protection of Allah from the Fire."
 أَعـوذُ بِكَلِـماتِ اللّهِ التّـامّاتِ مِنْ شَـرِّ ما خَلَـق,I seek refuge in the Perfect Words of Allah from the evil of what He has created.
 يُكَبِّرُ عَلَى كُلِّ شَرَفٍ ثَلاَثَ تَكْبِيرَاتٍ ثُمَّ يَقُولُ:  لاَ إِلَهَ إِلاَّ اللَّهُ  وَحْدَهُ لاَ شَرِيكَ لَهُ،  لَهُ الْمُلْكُ، وَلَهُ الْحَمْدُ،  وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ،  آيِبُونَ، تَائِبُونَ، عَابِدُونَ،  لِرَبِّنا حَامِدُونَ،  صَدَقَ اللَّهُ وَعْدَهُ،  وَنَصَرَ عَبْدَهُ،  وَهَزَمَ الْأَحْزابَ وَحْدَهُ,"From every elevated point say Allāhu Akbar (three times), and then recite: None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise, and He is Able to do all things. We return repentant to our Lord, worshipping our Lord, and praising our Lord. He fulfilled His Promise, He aided His slave, and He alone defeated the Confederates. The Prophet used to say this when returning from a campaign or from Hajj."
 كَانَ النَّبِيُّ صلى الله عليه وسلم إِذَا أَتَاهُ الْأَمْرُ يَسُرُّهُ قَالَ: (الْحَمْدُ لِلَّهِ الَّذِي بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ) وَإِذَا أَتَاهُ الْأَمْرُ يَكْرَهُهُ قَالَ: (الْحَمْدُ لِلَّهِ عَلَى كُلِّ حَالٍ),"When something happened that pleased him, the Prophet used to say: Praise is to Allah Who by His blessings all good things are perfected. And if something happened that displeased him, he used to say: Praise is to Allah in all circumstances."
 قَالَ النَّبِيُّ صلى الله عليه وسلم: (مَنْ صَلَّى عَلَيَّ صَلاَةً صَلَّى اللَّهُ عَلَيْهِ بِهَا عَشْراً),"The Prophet said: ""Whoever prays for Allah's blessings upon me once, will be blessed for it by Allah ten times."""
 وَقَالَ صلى الله عليه وسلم: (لاَ تَجْعَلُوا قَبْرِي عِيداً وَصَلُّوا عَلَيَّ؛ فَإِنَّ صَلاَتَكُم تَبْلُغُنِي حَيْثُ كُنْتُمْ),"""Do not make my grave a place of ritual celebration, but pray for Allah's blessings upon me, for your blessings reach me from wherever you are."""
 وَقَالَ صلى الله عليه وسلم: (الْبَخِيلُ مَنْ ذُكِرْتُ عِنْدَهُ فَلَمْ يُصَلِّ عَلَيَّ),The miser is the one in whose presence I am mentioned yet does not pray for Allah's blessings upon me.
 وَقَالَ صلى الله عليه وسلم:(إِنَّ لِلَّهِ مَلاَئِكَةً سَيَّاحِينَ فِي الْأَرْضِ يُبَلِّغُونِي مِنْ أُمَّتِي السَّلاَمَ),"The Prophet said: ""Indeed Allah has angels who roam the earth and they convey to me the greetings of my nation."""
 وَقَالَ صلى الله عليه وسلم: (مَا مِنْ أَحَدٍ يُسَلِّمُ عَلَيَّ إِلاَّ رَدَّ اللَّهُ عَلَيَّ رُوحِيَ حَتَّى أَرُدَّ عَلَيْهِ السَّلاَمَ),"The Prophet said: ""No one sends greetings upon me but Allah returns my soul to me so that I may return his greetings."""
 قَالَ رَسُولُ اللَّهِ صلى الله عليه وسلم: (لاَ تَدْخُلُوا الْجَنَّةَ حَتَّى تُؤْمِنُوا، وَلاَ تُؤْمِنُوا حَتَّى تَحَابُّوا، أَوَلاَ أَدُلُّكُم عَلَى شَيْءٍ إِذَا فَعَلْتُمُوهُ تَحَابَبْتُم، أَفْشُوا السَّلاَمَ بَيْنَكُمْ),"""You shall not enter Paradise until you believe, and you have not believed until you love one another. Shall I tell you of something you can do to make you love one another? Spread the greetings of Salam (peace) amongst yourselves (i.e. between each other)."""
 ثَلاَثٌ مَنْ جَمَعَهُنَّ فَقَدْ جَمَعَ الْإِيمَانَ: الْإِنْصَافُ مِنْ نَفْسِكَ، وَبَذْلُ السَّلاَمِ لِلْعَالَمِ، وَالْإِنْفَاقُ مِنَ الإِقْتَارِ,"Three characteristics, whoever combines them, has completed his faith: to be just, to spread greetings to all people and to spend (charitably) out of the little you have."
 وَعَنْ عَبْدِ اللَّهِ بْنِ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا: أنَّ رَجُلاً سَأَلَ النَّبِيَّ صلى الله عليه وسلم أيُّ الْإِسْلاَمِ خَيْرٌ قَالَ: (تُطْعِمُ الطَّعَامَ، وَتَقْرأُ السَّلاَمَ عَلَى مَنْ عَرَفْتَ وَمَنْ لَمْ تَعْرِفْ),"A man asked the Prophet (ﷺ), ""What is the best act of Islam?"" He said, ""To feed others and to give greetings of Salam (peace) to those whom you know and to those whom you do not know."""
 إذَا سَلَّمَ عَلَيْكُمْ أَهْلُ الْكِتَابِ فَقُولُوا: وَعَلَيْكُمْ,"If one of the People of the Scripture greets you, saying peace be upon you, then say to him: And upon you."
 إِذَا سَمِعْتُمْ صِيَاحَ الدِّيَكَةِ فَاسْأَلُوا اللَّهَ مِنْ فَضْلِهِ؛ فَإِنَّهَا رَأَتْ مَلَكاً وَإِذَا سَمِعْتُمْ نَهِيقَ الْحِمَارِ فَتَعَوَّذُوا بِاللَّهِ مِنَ الشَّيطَانِ؛ فَإِنَّهُ رَأَى شَيْطَاناً,"When you hear the cock's crow, ask Allah for His favor upon you for surely it has seen an angel. When you hear the bray of a donkey, seek refuge in Allah from Satan, for surely it has seen a devil."
 إِذَا سَمِعْتُمْ نُبَاحَ الْكِلاَبِ وَنَهِيقَ الْحَمِيرِ بِاللَّيْلِ فَتَعَوَّذُوا بِاللَّهِ مِنْهُنَّ؛ فَإِنَّهُنَّ يَرَيْنَ مَا لاَ تَرَوْنَ,"When you hear a dog barking or a donkey braying in the night, then seek refuge in Allah from them, for surely they have seen what you see not."
" قال صلى الله عليه وسلم: ""اللَّهُم فأيما مؤمن سببته فاجعل ذلك له قربة إليك يوم القيامة""","O Allah, whomever of the believers I have abused, give him the reward of a sacrificial slaughter for it on the Day of Resurrection."
" قال صلى الله عليه وسلم: ""إِذَا كَانَ أَحَدُكُم مَادِحاً صَاحِبَهُ لاَ مَحَالَةَ فَلْيَقُلْ: أَحْسِبُ فُلاَناً وَاللَّهُ حَسِيبُهُ، وَلاَ أُزَكِّي عَلَى اللَّهِ أَحَداً، أَحْسِبُهُ – إِنْ كَانَ يَعْلَمُ ذَاكَ – كَذَا وَكَذَا""","If any of you praises his companion then let him say: I consider (such and such a person), and Allah is his Assessor, (meaning: and I cannot claim anyone to be pious before Allah) if you know of this (good character trait in the person) to be such and such (saying what he thinks is praiseworthy in that person)."
اللَّهُمَّ لاَ تُؤَاخِذْنِي بِمَا يَقُولُونَ وَاغْفِرْ لِي مَا لاَ يَعْلَمُونَ  [وَاجْعَلْنِي خَيْرًا مِمَّا يَظُّنُّونَ],"O Allah, do not call me to account for what they say and forgive me for what they have no knowledge of [and make me better than they imagine]."
 لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ،  لَبَّيْكَ لاَ شَرِيكَ لَكَ لَبَّيْكَ،  إِنَّ الْحَمْدَ والنِّعْمَة لَكَ والمُلْكُ،  لَا شَرِيكَ لَكَ,"I am here at Your service, O Allah, I am here at Your service.  I am here at Your service, You have no partner, I am here at Your service.  Surely the praise, and blessings are Yours, and the dominion.  You have no partner."
 طَافَ النَّبيُّ صلى الله عليه وسلم بِالْبَيْتِ عَلَى بَعِيرٍ كُلَّمَا أَتَى الرُّكْنَ أَشَارَ إِلَيْهِ بِشَيْءٍ عِنْدَهُ وَكَبَّرَ,"The Prophet performed Tawaf riding a camel. Every time he passed the corner containing the Black Stone, he would point to it with something he was holding and say: Allāhu Akbar! The ""something"" referred to in this Hadith was a cane."
 ﴿رَبَّنَا آتِنَا في الدُّنْيَا حسَنَةً وفي الآخِرَةِ حسَنةً  وقِنَا عذَابَ النَّارِ﴾,"Our Lord, grant us the good things in this world, and the good things in the next life, and save us from the punishment of the Fire."
