,text
13145,وإنما يكون كذلك إذا كان غذاء الرئة من دم مائي وكذلك فإن الدم الواصل إلى القلب لا بد وأن يكون كثير المائية واللطيف منه الهوائي يصير روحاً والقلب إنما يغتذي بالمتين الكثير الأرضية فلذلك تبقى المائية لغذاء الرئة فلذلك قول من قال: إن غذاء الرئة بدم صفراوي مما لا صحة له البتة وكذلك تحتاج الرئة أن يكون لحمها متخلخلاً وذلك ليكون كثير المسام واسعها والغرض بذلك أن تمتلئ الفرج التي في جرمها هواء فتعدل بذلك الهواء ويخرج مما يرشح إلى جرمها من الدم اللطيف الهوائي الذي لا يصلح لغذاء الرئة، ولكنه يصلح لأن يخالط ذلك الهواء يحدث من مجموعهما جرم يصلح لأن يستحيل في القلب دماً ولما كان بين جانبي الإنسان أكثر كثيراً مما بين خلفه وقدامه خاصة في صدره وجب أن تكون الرئة مقسومة بقسمين أحدهما يذهب يميناً والآخر يذهب شمالاً ليكون ملؤها للجانبين وانقسامهما فيهما على السواء فلذلك يجب أن يكون هذان القسمان لفضاء الصدر، وليس في اليمين هذا أيضاً لا يصح.
13146,وذلك لأن ميل القلب إلى الشمل، إنما هو عند رأسه المستدق، وذلك يسير جداً، ومع ذلك فإن هذا الميل هو في أسافل الصدر، وانقسام الجانب الأيمن من الرئة، إلى الأقسام الثلاثة هو في أعالي الرئة فلا يكون القسم الخامس الذي يراد به الجانب الأيمن على اليسر واقعاً في الموضع الذي أخلاه القلب بانحرافه إلى الجانب الأيسر.
13147,قوله: والصدر مقسوم إلى تجويفين بلا شك بأن الصدر يغشيه من داخل غشاء وهو في الحقيقة غشاءان أحدهما في يمين الصدر، والآخر في يساره وإذا التقى طرف كل واحد منهما بطرف الآخر من قدام ومن خلف افترقا بعد ذلك فيمر الأيمن في الجانب الأيمن ويلقى الوسط إلى أن يتصل بطرفه الآخر المقابل لذلك الطرف.
13148,وكذلك يمر الأيسر في الجانب الأيسر ويلقى الوسط، ونفوذ كل واحد منهما في جانبه ليس على الاستقامة فإنهما جميعاً ينتحيان عن موضع القلب وغلافه فلا يمر واحد منهما بجرم القلب وإلا كان يخرقه فلذلك يبقى القلب وغلافه بين هذين الغشاءين فينقسم الصدر بذلك بنصفين، والقاسم له غشاءان يفترقان عند موضع القلب ويتلاقيان في غير ذلك الموضع.
13149,قوله: وفي الحجاب ثقبان الكبير منهما منفذ للمريء والشريان الكبير والأصغر ينفذ فيه الوريد المسمى الأبهر.
13150,هذا الكلام لست أفهمه، فإن الشريان ليس يحتاج في نفوذه إلى خرق الحجاب أما الصاعد فلأنه فوق الحجاب ليس يجذبه البتة.
13151,وأما النازل فلأنه إنما يمر بالحجاب عند أسفله وذلك عند الفقرة الثانية عشرة من فقار الظهر.
13152,وفي آخر فقار الظهر وهو هناك لا يخرق الحجاب بل يمر وراءه لأنه يمر متوكئاً على عظام الصلب.
13153,والله ولي التوفيق.
13154,الشرح إن فعل القلب كما بيناه أو لاً: أن يولد الروح الحيواني ويوزعه على الأعضاء لتحيا، وتوليده ذلك بأن يسخن الدم ويلطفه حتى إذا خالطه بما في الرئة من الهواء صلح ذلك المجموع لأن يصير روحاً حيوانياً.
13155,وذلك إذا حصل في القلب فلا بد من أن يكون له تجويف يحوي الدم الذي يحتاج إلى تسخينه وذلك بما يحدث فيه من الغليان الذي يلزمه تخلخل الجرم وانبساطه فلذلك لا يكفي في ذلك أن يكون ذلك الدم محوياً في العروق لأن العروق لا تتسع لهذا الانبساط الذي يحتاج إليه لأجل ترقق القوام جداً، فلا بد من أن يكون له تجويف آخر يحوي الروح الحيواني ومنه ينفذ في الشرايين إلى جميع الأعضاء وهذه الروح لا بد من أن تكون شديدة اللطافة هوائية فهي لا محالة مستعدة لسرعة التخلخل فلا بد من أن يكون القلب يمدها كل وقت بالغذاء وغذاؤها لا بد من أن يكون هوائياً يغلب على جوهره الجوهر الهوائي وإنما يمكن ذلك بمخالطة الأجزاء اللطيفة جداً الدموية لجوهر كثير هوائي وامتزاج ذلك المجموع وانطباخه حتى يستعد لأن يصير في القلب روحاً.
13156,وهذا الانطباخ والامتزاج لا يمكن أن يكون أو لاً في القلب فاستبين أن القلب دائماً في انبساط وانقباض وذلك ينافي بقاء ذلك الجرم فبه مدة في مثلها تمتزج وتنطبخ فلا بد من أن يكون ابتداء هذا الانطباخ والامتزاج في عضو آخر حتى إذا حصل له الاستعداد الذي به يقرب من طبيعة الروح نفذ إلى التجويف المملوء من الروح الذي في القلب فاستحال في ذلك التجويف إلى مشابة تلك الروح، وكان منه اغتذاؤها، وهذا العضو الذي يفيد هذا الاستعداد لا بد من أن يكون مشتملاً على هواء كثير يخالطه ما يلطفه القلب من الدم حتى يصير من مجموع ذلك مادة تصلح لتغذية هذا الروح فلا بد من أن يكون بالقرب من القلب فإنه لو كان بعيداً عنه لقد كان الرقيق من الدم النافذ إليه من القلب قد يبرد في المسافة الطويلة ويكثف فتبطل لذلك لطافته، وكان لم ينفذ من ذلك العضو من الهواء الخارج لتلك الأجزاء الدموية الذي استعد لتغذية الروح إلى أن يصل إلى القلب ويبرد ويفارقه ذلك الاستعداد فلذلك لا بد من أن يكون هذا العضو الذي يستعد فيه هذا المجموع لتغذية الروح مع كثرة الهواء فيه هو أيضاً بقرب القلب وذلك العضو هو الرئة فلذلك لا بد من أن يكون اغتذاء الروح الذي في القلب بأن يلطف الدم في القلب ويرق قوامه جداً ثم بعد ذلك ينفذ في الرئة ويخالطه ما فيها من الهواء وينطبخ فيها حتى يتعدل ويصلح لتغذية الروح ثم بعد ذلك ينفذ إلى الروح الذي في القلب ويختلط به ويغذوه وهذا الموضع الذي هو في القلب وفيه الروح لا بد من أن يكون متسعاً ليتسع بمقدار كفاية البدن كله من الروح فلذلك لا بد من اشتمال القلب على تجويف مجرى الدم، ويتلطف فيه ذلك الدم، وتجويف آخر يحوي الروح ومن ذلك التجويف ينفذ الروح إلى جميع الأعضاء ولا بد من أن يكون التجويف الذي فيه الدم بالقرب من الكبد الذي فيه يتكون الدم، وذلك بأن يكون في الجانب الأيمن من القلب، فإن موضع الكبد هو في الجانب الأيمن من البدن فلا بد من أن يكون التجويف الحاوي للروح هو في الجانب الأيسر من القلب ويجب أن يكون هذا التجويف الأيسر أكثر سعة من التجويف الأيمن لأن الدم الذي يخالط الهواء ويمتزج فيه يكفي فيه أن يكون قليل المقدار جداً لأن الغالب على هذا الروح يجب أن يكون هو الهواء نفسه فلذلك هذا الدم الذي يحتاج إلى تلطيفه في القلب لا يحتاج فيه أن يكون كثيراً جداً، وأما الروح الذي في الجانب الأيسر، فإنه يجب أن يكون كثيراً جداً ليفي بالانتشار في جميع الأعضاء فلذلك يحتاج أن يكون مكانه كثير السعة فلا بد من أن يكون هذا التجويف مع سعته عميقاً.
13157,ويلزم ذلك أن يكون القلب طويلاً ليتسع لعمق هذين التجويفين ولا بد من أن يكون فيه موضع كثير السعة ليتسع لهذين التجويفين ويجب أن يكون هذا الموضع الكثير السعة من القلب هو في أعلاه ليكون كل واحد من التجويفين بقرب الرئة فيسرع إليها وصول الدم الذي قد تلطف في التجويف الأيمن ويسرع إلى القلب نفوذ ما استعد في الرئة لتغذية الروح لينفذ بسرعة إلى التجويف الأيسر فلذلك يجب أن يكون أو سع موضع في القلب هو في أعلاه، وأما أسفله فيجب أن يكون رقيقاً لفقدان هذين التجويفين هناك.
13158,ولأن الغلظ هناك فضل غير محتاج إيه، ومع ذلك يضيق المكان على الأعضاء التي لا بد منها هناك.
13159,ولأن الغلظ هناك فضل غير محتاج إليه، ومع ذلك يضيق المكان على الأعضاء التي لا بد منها هناك ويجب أن يكون الانتقال من سعة أعلى القلب وغلظ جرمه إلى رقة أسفله بتدريج كتدريج البطن الأيسر في سعة أعلاه إلى ضيق أسفله، فلذلك يكون شكل القلب صنوبرياً.
13160,التي لا بد منها هناك.
13161,ولأن الغلظ هناك فضل غير محتاج إليه، ومع ذلك يضيق المكان على الأعضاء التي لا بد منها هناك ويجب أن يكون الانتقال من سعة أعلى القلب وغلظ جرمه إلى رقة أسفله بتدريج كتدريج البطن الأيسر في سعة أعلاه إلى ضيق أسفله، فلذلك يكون شكل القلب صنوبرياً.
13162,قوله: مخلوق من لحم قوي الغالب على جرم القلب يجب أن يكون هو اللحم لأنه يحتاج أن يكون شديد الحرارة ليقوى على تلطيف الدم التلطيف المحتاج إليه فيما ذكرناه فلذلك يجب أن يكون الغالب على جرمه الجوهر اللحمي فإن ما سوى اللحم من الأعضاء فإن مزاجه بارد ويجب أن يكون هذا اللحم صلبا ليكون جرم القلب غير شديد القبول للانفعال من الواردات وإنما يكون اللحم صلباً إذا كانت الأرضية في جرمه كثيرة.
13163,ويلزم ذلك أن يميل لو نه عن لو ن اللحم الذي هو الحمرة إلى السواد يوجبه كثرة الأرضية في جرمه كثيرة، ويلزم أن يميل لو نه عن لو ن اللحم الذي هو الحمرة إلى السواد توحيه كثرة الأرضية.
13164,وقد علمت أن الحق الذي ذهبنا إليه هو أن حركات القلب في انبساطه وانقباضه حركات إرادية وأن الحركات التي بالليف الجاذب الطولي، والدافع العرضي، والماسك المؤرب كلها حركات إرادية فلذلك أصناف الليف الذي فيه كلها حركات إرادية وإنما كثر فيه الليف ليزداد جرمه صلابة.
13165,قوله: دقق منه الطرف الآخر كالمجموع إلى نقطة ليكون ما يبتلى بمماسة العظام أقل أجزائه.
13166,إن هذا الكلام مما لا يصح.
13167,وذلك لأن أسفل القلب ليس البتة عنده عظم يلاقيه لأن القلب موضوع في وسط الصدر، وليس هناك البتة عظم وإنما العظام في محيط الصدر لا عند عظم يلاقيه لكان يلاقيه دائماً، وإنما كان أسفل القلب دائماً ممتلئاً والتألم والتضرر بملاقاته وذلك لا محالة مضعف لقوته.
13168,قوله: كالأساس يشبه الغضروف في أصل القلب جرم أصلب من غيره من أجزاء القلب وتبلغ صلابته في بعض الحيوانات خاصة العظيم الجثة إلى أن يكون ذلك الجرم غليظاً وفائدة هذا الجرم فيما أظن أن يتصل به الجوهر الرباطي فإن الأربطة كما عرفته قبل جميعها يتصل بعظام قريبة من موضع بسطها إلى ليف العضل.
13169,قوله: وفيه ثلاث بطون.
13170,هذا الكلام لا يصح.
13171,فإن القلب فيه بطنان فقط.
13172,أحدهما مملوء بالدم، وهو الأيمن، والآخر مملوء بالروح وهو الأيسر.
13173,ولا منفذ بين هذين المنفذين البتة.
13174,وإلا كان الدم ينتقل إلى موضع الروح فيفسد جوهرها.
13175,والتشريح يكذب ما قالوه.
13176,فالحاجز بين البطنين أشد كثافة منه غيره لئلا ينفذ منه شيء من الدم أو من الروح فيضيع.
13177,فلذلك قول من قال: إن ذلك الموضع كثير التخلخل باطل والذي أو جب له ذلك ظنه أن الدم الذي في البطن الأيسر إنما ينفذ إليه من البطن الأيمن من هذا التخلخل، وذلك باطل فإن نفوذ الدم إلى البطن الأيسر إنما هو من الرئة بعد تسخنه وتصعده من البطن الأيمن كما قررناه أو لاً.
13178,قوله: ليكون له مستودع غذاء يتغذى به كثيف قوي يشاكل جوهره ومعدن يتولد فيه عن دم لطيف، ومجرى بينهما.
13179,غرضه بهذه الدلالة على ثبوت البطون الثلاثة التي ظن ثبوتها وإنما هي بطنان فقط كما قررناه.
13180,وجعله للدم الذي في البطن الأيمن منه يغتذي القلب، لا يصح البتة.
13181,فإن غذاء القلب إنما هو الدم المنبث فيه من العروق المنبثة في جرمه ولو كان القلب يغتذي من ذلك لكان يميله إلى مشابهة جوهره فكان يميله إلى الغلظ والأرضية وليس ذلك الدم كذلك إذ هو أرق من غيره من الدماء التي عند الأعضاء بل فائدة ذلك الدم أن يتلطف فيه ويرق قوامه جداً ويتصعد إلى الرئة ويخالط الهواء الذي فيها وينفذ بعد ذلك في الشريان الوريدي إلى التجويف الأيسر من تجويفي القلب فيكون من ذلك المجموع الروح الحيواني.
13182,قوله: وذلك المجرى يتسع عند تعرض القلب وينضم عند تطوله.
13183,إن هذا الذي يدعي وجوده ويسميه بطناً أو سط قد بينا أن لا وجود له فضلاً عن أن يكون حاله يختلف في الاستعراض والانضمام بحسب ما يدعى من تعرض القلب وتطوله فإن الحركة التي يعتبر فيها للقلب إنما حركة الانبساط والانقباض وأما التطول والاستعراض فمما لا أعتقد له وجوداً.
13184,قوله: وقاعدة الأيسر أرفع، وقاعدة البطن الأيمن أنزل بكثير بسبب ذلك أن رأس القلب وهو طرفه الدقيق مائل إلى الجانب الأيسر كما بيناه.
13185,ويلزم من ذلك أن يكون أعلاه على الصفة المذكورة.
13186,قوله: بانبساط فيجذب الدم إلى داخله كما يجتذب الهواء.
13187,المشهور أن البطن الأيمن من القلب له أيضاً انبساط وانقباض فإنه يجذب الدم بانبساط كما يجذب البطن الأيسر بانبساط النسيم.
13188,وهذا عندنا من الخرافات.
13189,فإن الجذب بالانبساط والانقباض إنما يكون لما لطف من الأجسام والدم ليس كذلك فإن الجسم الكثيف إنما يجذب بسبب الخلاء الحادث بالانبساط إذا لم يوجد جسم ألطف منه ينجذب بذلك فإن الخلاء إنما يجذب ما لطف ثم ما كثف إذا أعوز اللطيف والدم يكفي في انجذابه إلى القلب ما فيه من القوة الجاذبة الطبيعية كما في غيره من الأعضاء وانبساط البطن الأيسر وانقباضه كما نبين في غير هذا الموضع إنما هو لأجل تعديل الروح بالنسيم ودفع فضولها وتغذية الروح بما ينجذب من النسيم المخالط للطيف الدم.
13190,وهذا كله مما لا يتحقق في البطن الأيمن فلذلك هو، والله أعلم غير متحرك البتة.
13191,قوله: وقد أخطأ من ظن أن القلب عضلة وإن كان أشبه الأشياء بها لكن بحركة غير إرادي.
13192,قد بينا في مواضع كثيرة أن حركة القلب في انبساطه وانقباضه حركة إرادية وإن كنا لا نشعر بها، ولا بأنا مريدين لها، كما أن حركة العضل كذلك وأما أن القلب هل يسمى عضلة أو لا؟
13193,فذلك مما لا يسوغ النزاع فيه.
13194,والله ولي التوفيق.
13195,[الشرح] الحاجة إلى الثدي هو توليد اللبن ليكون غذاء الطفل، وإنما احتيج إلى ذلك ليكون هذا الغذاء شبيهاً جداً بجوهر الطفل لأنه يتولد من المادة التي تكون منها أعضاؤه وبها تغذت، وبيان ذلك أن كل حيوان يلد حيواناً، فإنه لا بد من أن يكون في بدنه رطوبة زائدة منها يتكون ذلك الحيوان ويغتذي منها مدة تكونه فما صلح من تلك الرطوبة للاستحالة إلى جواهر أعضائه كانت غذاء لها.
13196,وما لم يصلح لذلك وكان غير بعيد جداً عن جواهر تلك الأعضاء اندفع إلى الثدي واستحال فيه إلى حالة يصلح لتغذية أعضائه بعد الانفصال عن الرحم، وذلك هو اللبن، فلذلك كل حيوان يلد حيواناً، فإنه يتكون فيه اللبن وبه يغتذي طفله بعد الولادة.
13197,ولا كذلك الحيوان الذي يتولد بيض، فإن هذا الحيوان يكون بدنه قليل الرطوبة فلذلك جميع ما في بدنه من الرطوبة يخرج في البيضة فلذلك إذا تكون ذلك الحيوان لم يجد في بدن أمه ما يقوم بغذائه، ولذلك فإن الحيوان الذي يتولد في البيض يغتذي بالأشياء الخارجة من أو ل خروجه من البيضة، ولا كذلك الحيوان الذي يتولد في الرحم، فإنه عند ولادته إنما يغتذى باللبن لأن ما سواه يبعد جداً عن طبيعته فلذلك احتيج إلى الثدي لتوليد اللبن فإن الثدي في أو ل حلقة الأنثى يكون صغيراً جداً وإنما يعظم ويظهر ظهوراً بيناً عند وقت الحاجة إلى توليده اللبن، وذلك عند الوقت الذي يمكن فيه الولادة.
13198,وذلك بعد البلوغ.
13199,فلذلك يكون ثدي الطفلة صغيراً جداً ولا يزال كذلك حتى تقارب البلوغ.
13200,وحينئذٍ يزداد زيادة فاحشة، وإذا حبلت ازداد زيادة أكثر من ذلك بكثير.
13201,وأما الرجل فيكون ثديه صغيراً جداً وإن كملت خلقته وذلك لأن الحاجة إلى اللبن في الرجال قليلة جداً ونادرة فإن الرجل كثيراً ما تتكون في ثديه اللبن لطفل يحن عليه ونحو ذلك.
13202,وكان لنا جار توفيت زوجته عن طفل رضيع.
13203,ولم يكن له جدة يتخذها مرضعة.
13204,فتولد اللبن في ثديه.
13205,وكان إذا عصر ثديه خرج منه لبن كثير.
13206,وكان لبعض كبراء أهل دمشق أتان توفيت بعد أن وضعت جحشاً، وعنده بغلة.
13207,فدر لتلك البغلة لبن كثير يجري من ثدي تلك البغلة.
13208,فكان إذا ركب تلك البغلة، وأخذ الجحش خلفها يستحي من الناس، وإذا ترك الجحش في الاصطبل صار اللبن يجري من ثدي تلك البغلة وهي تمشي تحته، وهو مستح من الناس.
13209,فلم يكن له إلا أن ترك ركوب تلك البغلة إلى أن فطمت الجحش.
13210,ومن خواص الإنسان أن ثدييه في صدره، وثديا الفيل يقربان من صدره.
13211,وثديا غيره يقرب من الرحم، وسبب ذلك أن قرب الثدي من الرحم أولى ليكون وصول المادة إليه من الرحم في حال الحمل أسهل.
13212,وطفل غير الإنسان يتمكن من الارتضاع من ثدي أمه وهو بقرب الرحم فلذلك وجب أن يخلق الثدي هناك في غير الإنسان من الماشية وغير ذلك.
13213,وأما الإنسان فإن ذلك تعذر فيه لأن طفل الإنسان لا يقوى على القعود ولا على القيام عقيب الولادة بل إنما يقوى على ذلك بعد مدة يعتد بها، وفي تلك المدة لا يتمكن من الارتضاع من الثدي إذا كان كما في الماشية.
13214,لأنه في تلك المدة يكون مستلقياً، فإنما يسهل ارتضاعه بأن يكون الثدي مرتفعاً عن وركي المرأة في حال قعودها بقدر يعتد به.
13215,وذلك بأن يكون في الصدر فإنه حينئذٍ يسهل دخول الحلمة في فم الطفل إذا كان مستلقياً على وركي أمه.
13216,وتختلف الحيوانات في عدد أثدائها لاختلافها في عدد الأولاد فيكون عدد الثدي في كل حيوان بعدد أكبر ما يولد لها في العادة.
13217,وأكثر ما للإنسان في العادة ولدان، فلذلك يكون له ثديان فقط.
13218,وأما الكلاب فأكثر عدد يولد لها عادة هو ثمانية، ولذلك لها ثمانية أثداء.
13219,قوله: لحم غددي لا حس له، أبيض اللون ولبياضه إذا تشبه به الدم أبيض.
13220,هذا الكلام لا يصح.
13221,وذلك لأن اللحم الغددي وإن كان أبيض غير شديد بل يميل إلى الحمرة قليلاً والدم إذا شبه بهذا اللحم فإن كان التشبه به تاماً صار لو نه أبيض إلى حمرة لبياض ذلك اللحم، وإن كان ذلك التشبه أقل، كانت الحمرة أغلب لأن لو ن الدم يكون بطلانه حينئذٍ أق، واللبن كذلك فإن بياضه شديد جداً بل العلة في بياض اللبن هو ما يحدث له من الزبدية بسبب ما يعرض له من الغليان في الثدي، والزبدية يلزمها البياض على ما عرف في العلوم الأصلية.
13222,والله ولي التوفيق.
13223,فصل تشريح المريء والمعدة إن الحيوان يخالف النبات في أمر الغذاء من وجوه المحتاج إلى ذكره ها هنا وجهان: أحدهما: أن الحيوان ليس يتناول الغذاء دائماً، فإنه يشتغل عنه بالنوم وبتحصيل مادة الغذاء ونحو ذلك.
13224,وثانيهما: أنه يتناول الغذاء بالإرادة وبالشهوة، ولا يقتصر على ما هو في نفس الأمر النافع بل على ما تدعو إليه الشهوة.
13225,ولا كذلك في النبات فإنه دائماً يجتذب الغذاء من الأرض، وإن كان هذا الجذب قد يضعف في بعض الأزمان كما في الشتاء.
13226,فإن النبات في الشتاء يقل جذبه للغذاء إنما هو بالطبع، وبالجذب الطبيعي، وأما دوام التحلل فهو مشترك بين الحيوان والنبات.
13227,ولما كان التحلل في الحيوان دائماً وورود الغذاء ليس دائماً فلا بد من أن يكون في أبدان الحيوان مادة معدة لتغذيته أو لاً فأولا حتى لا تجف أعضاؤه إلا أن يرد الغذاء إليه من خارج، وهذه المادة لا بد أن تكون صالحة لتغذية أعضاء الحيوان، وإنما يكون كذلك إذا كانت مركبة فإن الأجسام البسيطة لا يمكن أن تغذوا لأعضاء، ولا أن يتكون منها عضو أو جزء عضو لذلك لا بد من أن تكون هذه المادة جسماً مركباً، ولا بد من أن يكون مع ذلك ذا رطوبة يسهل انفعالها واستحالتها إلى جواهر الأعضاء.
13228,ولا بد من أن يكون مع ذلك سيالة حتى يتمكن من التحرك إلى كل واحد من الأعضاء الملاقية، فيتمكن ذلك العضو من إحالتها إلى طبيعته، وهذه المادة هي الأخلاط، فإذاً لا بد من أن يكون في أبدان الحيوان أخلاط.
13229,لكن هذه الأخلاط تقل في بعض الحيوان كما في السمك ويكثر في بعضها كما في الإنسان والفرس ونحو ذلك.
13230,والأخلاط لا يمكن أن تكون حاصلة في بدن الحيوان من أو ل زمان الخلقة إلى أن يفسد من غير أن تكون مستمدة من أجسام أخر يرد إليها من خارج فإن بدن الحيوان عند أو ل الخلقة لا يمكنه أن يتسع لما يكفي في تغذيته زماناً فيه تتم خلقته، فإن بدنه حينئذٍ يكون لا محالة أصغر من ذلك بكثير فكيف تكون فيه ما يكفي لهذه التغذية مدة عمر الحيوان، فلذلك لا بد من أن تكون هذه الأخلاط تستمد من أجسام أخر ترد إليها من خارج وتستحيل طبيعته إلى طبيعة تلك الأخلاط فإن من المستحيل أن يوجد في خارج البدن أخلاط حاصلة بالفعل حتى يمكن ورودها إلى أبدان الحيوانات، ويكون منها أخلاط بدون أن تستحيل على حالها التي هي عليها وهي في خارج البدن، فلا بد من أجسام أخر ترد إلى أبدان الحيوانات وتستحيل فيها إلى مشابهة المادة المعدة لتغذيتها، وتلك الأجسام تسمى أيضاً أغذية.
13231,وهي مثل الخبز واللحم والطعام للإنسان ولا بد أن تكون لهذه الأجسام التي تسمى أغذية في بدن الإنسان ونحوه عضو يحيلها إلى طبائع الأخلاط وذلك العضو هو الذي نسميه الكبد، وسندل على ذلك إذا بلغنا إلى تشريح الكبد.
13232,وهذه الكبد سنبين أن جذبها للغذاء لا بد أن يكون طبيعياً والجذب الطبيعي إنما يكون لما هو نافع موافق للغرض الطبيعي، وأخذ الحيوان الأجسام التي تسمى أغذية كما قلناه هو بالإرادة وبالشهوة وذلك ما لا يشترط فيه أن يكون في نفس الأمر موافقاً، فلذلك إذا أخذت الكبد منه النافع الموافق فلا بد أن يبقى منه ما ليس بموافق ولا نافع غير منجذب إلى الكبد.
13233,وهذا الشيء إن بقي في البدن دائماً فسد وأفسد الأخلاط وغيرها.
13234,فلا بد من أندفاعه وخروجه من البدن، وإنما يمكن ذلك بعد تمييزه عن الطبيعي والنافع.
13235,وإنما يمكن ذلك بعد أن يفعل فيه عضو آخر فيحيله إلى حالة يتمكن الكبد من جذب النافع منه دون غيره، وذلك العضو هو المعدة فإذا لا بد في اغتذاء الإنسان ونحوه من أن يكون له معدة يهضم الأجسام التي تسمى أغذية فتحيلها إلى حالة يتمكن الكبد بسببها من تخليص موافقها من غيره فتجتذب ذلك الموافق وتخطي من غيره فيحتاج إلى دفعه، وهذه المعدة لا يمكن أن تكون موضوعة عند الفم حتى يمكن أن ترد إليها الأجسام الغذائية من الفم من غير توسط يقبلها من الفم ويؤديها إلى المعدة.
13236,وذلك لأن المعدة لو كانت موضوعة هناك لكانت الكبد إذا أخذت النافع من تلك الأجسام احتاجت المعدة إلى دفع ما يبقى من الفضلات إلى أسفل لتخرج من مخارج الفضول التي بينا مراراً أنها لا بد من أن تكون في جهة مقابلة لجهة مورد الغذاء فلذلك لا بد من أن يكون في أسفل البدن فكانت تلك الفضول في اندفاعها لا بد من أن تمر على القلب إذ قد بينا أنه لا بد من أن يكون موضوعاً في الصدر، وكان يلزم ذلك شدة تضرره وتضرر أرواحه بقذارات تلك الفضول، فلذلك ليس يمكن أن تكون المعدة موضوعة في موضع أعلى من القلب ولا يمكن أن تكون معه في الصدر وإلا كان القلب يتضرر بما يلزم من فعلها من الأبخرة والأدخنة لأنها كالمطبخ للغذاء، فلذلك لا بد من أن تكون موضوعة تحت الصدر وذلك في الجوف الأسفل.
13237,وإذا كانت المعدة موضوعة تحت الصدر هناك فصول الأجسام الغذائية إليها من الفم لا بد من أن يكون في وعاء يتصل بالحلق وبالمعدة حتى يمكن تأدية الأجسام الغذائية إليها من هناك إلى المعدة، وهذا الوعاء هو الذي يسمى بالمريء، فلذلك لا بد في تغذية الإنسان ونحوه من معدة ومريء.
13238,فلنتكلم الآن في تشريح كل واحد من هذين، بعون الله وتوفيقه، ونجعل الكلام في ذلك مشتملاً على ستة مباحث.
13239,والله ولي التوفيق.
13240,دة تضرره وتضرر أرواحه بقذارات تلك الفضول، فلذلك ليس يمكن أن تكون المعدة موضوعة في موضع أعلى من القلب ولا يمكن أن تكون معه في الصدر وإلا كان القلب يتضرر بما يلزم من فعلها من الأبخرة والأدخنة لأنها كالمطبخ للغذاء، فلذلك لا بد من أن تكون موضوعة تحت الصدر وذلك في الجوف الأسفل.
13241,وإذا كانت المعدة موضوعة تحت الصدر هناك فصول الأجسام الغذائية إليها من الفم لا بد من أن يكون في وعاء يتصل بالحلق وبالمعدة حتى يمكن تأدية الأجسام الغذائية إليها من هناك إلى المعدة، وهذا الوعاء هو الذي يسمى بالمريء، فلذلك لا بد في تغذية الإنسان ونحوه من معدة ومريء.
13242,فلنتكلم الآن في تشريح كل واحد من هذين، بعون الله وتوفيقه، ونجعل الكلام في ذلك مشتملاً على ستة مباحث.
13243,والله ولي التوفيق.
13244,الشرح إذا عرض مرض يلزمه تألم فم المعدة، فإنا نحس الوجع عند آخر عظام القص من أسفل.
13245,وذلك خلف الغضروف المسمى بالخنجري وكذلك إذا عرض خفقان معدي، فإنا نجده يجذب خلف هذا الغضروف ونحس به تحت القص، وكذلك إذا انصب إلى فم المعدة مادة حارة صفراوية كما يعرض كثيراً للصائمين في الصيف.
13246,وكذلك عند الإفراط في إخراج الدم في الفصد ونحوه فإنا نحس لذع تلك المادة عند آخر عظام القص، وكذلك إذا كثر انصباب السوداء إلى فم المعدة خاصة إذا كانت السوداء رديئة كما في كثير من أصحاب المراقيا فإنا نحس حينئذٍ لذع تلك السوداء عند آخر عظام القص وكذلك إذا حدث للطعام الكثير التخمة ونحوها فساد يحدث اللذع، فإنا نحس حينئذٍ ذلك اللذع عند آخر هذا الموضع.
13247,أعني عند آخر عظام القص من أسفل، وجميع هذا مما يوجب أن يكون فم المعدة هو في ذلك الموضع فلذلك فغن المشهور أن من جملة منافع الغضروف المعروف بالخنجري أنه وقاية لفم المعدة، وإذا كان كذلك إنما اشتهر بين الأطباء من أن المريء ينتهي عند الفقرة الثانية عشرة من فقرات الظهر، وأنه هناك يخرق الحجاب ويتسع ليكون منه فم المعدة، ظاهر أنه حديث باطل.
13248,فإن هذه الفقرة هي آخر فقار الظهر، ويتصل بفقار القطن، ويتصل بها الضلع الذي هو أقصر أضلاع الخلف.
13249,وهو الضلع الآخر، وهذا الموضع لا شك أنه أنزل من الموضع المذكور، وهو عند آخر عظام القص بكثير ثم من المعلوم أن المعدة لا يمكن أن تكون عند فقار القطن فإن ذلك الموضع هو موضع الكلى والرحم، وكيف يمكن أن تكون المعدة هناك، وكثير من المعاء خاصة الدقاق موضع فوق السرة.
13250,وقد عرفنا أن جميع المعاء موضوعة تحت المعدة ولو كانت المعدة عند القطن فالموضع الذي أعلاه عند آخر عظام القطن وأسفله عند محاذاة عظام القطن الذي يكون فيه من الأعضاء والمعلوم أن الكبد يشتمل على الجانب الأيمن من المعدة والطحال موضوع عند جانبها الأيسر، وأنزل من موضع الكبد ومع ذلك فإنا نحس الطحال عند الشراسيف اليسرى والكبد عند الشراسيف اليمنى يظهر ذلك إذا حدث لهذين العضوين ورم خاصة في الجانب المحدب، وهذا إنما يمكن إذا كان وضع المعدة فوق السرة فيما بين الجانبين ومن هذا يعرف أن ما قالوه في موضع انتهاء المريء وابتداء المعدة كاذب قبيح وذلك لأنهم يجعلون ذلك عند الفقرة الثانية عشرة، وذلك إذا كانت المعدة تبتدئ يلزم ذلك أن تكون موضوعة في اسفل البطن.
13251,ويكون أكثر الأمعاء فوقها.
